CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RDEP,RMIC,RSHAL,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
12.1178,0.001,2.238,99.5273,188.4541,54.6675,0.3556,2.7627,1.9085,1.0391,1.4668,2432.19,2432.2048,127,1306,,2B.3,-4.3999889,60.323475
12.1331,0.0025,2.2508,99.1822,186.7483,51.1436,0.3499,2.7525,1.7927,1.0372,1.3776,2432.41,2432.3572,136,940,,28.2,-4.3999889,60.323475
12.1371,0.0029,2.259,97.5017,184.0755,49.5597,0.3442,2.7357,1.6483,0.989,1.297,2432.45,2432.5096,128,0.17,,11,-4.3999889,60.323475
12.1321,0.0035,2.2636,96.5257,181.0518,51.6489,0.3298,2.7936,1.6354,0.9836,1.2733,2432.66,2432.662,129,350,,28.1,-4.3999889,60.323475
12.1331,0.0023,2.2608,95.3079,174.9867,54.0883,0.3309,2.9104,1.7211,0.946,1.3323,2432.75,2432.8144,137,232,,26.3,-4.3999889,60.323475
12.1341,-0.0005,2.2561,94.668,175.0926,56.3789,0.3209,2.9182,1.8611,1.108,1.4365,2432.93,2432.9668,138,163,120,27,-4.3999889,60.323475
12.1352,-0.0008,2.2537,94.5535,176.152,60.9043,0.3258,3.0214,1.9485,1.546,1.5133,2433.1099999999997,2433.1192,131,1204,,27.6,-4.3999889,60.323475
12.1323,-0.0006,2.2638,95.2128,176.9432,66.1278,0.3436,2.9541,1.8815,1.5337,1.4777,2433.18,2433.2716,139,198,,27.1,-4.3999889,60.323475
12.1342,-0.0003,2.2732,96.283,177.7339,70.3689,0.3631,2.986,1.7228,1.3254,1.3764,2433.41,2433.424,140,251,,26.7,-4.3999889,60.323475
12.1333,-0.0014,2.2778,97.1318,179.8313,74.4362,0.3696,2.8586,1.6693,1.0939,1.343,2433.41,2433.5764,140,251,,26.7,-4.3999889,60.323475
12.1352,-0.0045,2.2639,97.7386,181.7798,73.7759,0.3644,2.7977,1.6206,0.9162,1.3027,2433.75,2433.7288,141,166,,26.3,-4.3999889,60.323475
12.1335,-0.0048,2.2509,97.9428,189.7754,72.127,0.3614,2.8423,1.6485,1.2673,1.329,2433.93,2433.8812,142,24,9.1,25.4,-4.3999889,60.323475
12.1343,-0.0051,2.242,98.6738,194.5194,67.3898,0.3781,2.8831,1.6376,1.152,1.3172,2433.93,2434.0336,142,24,9.1,25.4,-4.3999889,60.323475
12.1392,-0.0058,2.2342,99.931,197.1934,65.0441,0.3699,2.9646,1.6232,0.9541,1.3194,2434.18,2434.186,143,794,,29.6,-4.3999889,60.323475
12.1305,-0.0058,2.2279,100.6661,199.0603,65.2306,0.3649,3.0043,1.7154,1.268,1.377,2434.43,2434.3384,144,346,,28.6,-4.3999889,60.323475
12.1373,-0.0039,2.2179,100.9972,199.728,63.2658,0.3575,2.9617,1.7118,0.9547,1.3874,2434.43,2434.4908,144,346,,28.6,-4.3999889,60.323475
12.1392,-0.0048,2.2135,101.1942,200.7034,62.3958,0.3663,3.0374,1.5998,1.4976,1.3214,2434.68,2434.6432,145,479,,30.1,-4.3999889,60.323475
12.1544,-0.0062,2.2215,101.271,200.1263,61.0081,0.3676,3.0867,1.7207,1.3499,1.4337,2434.68,2434.7956,145,479,,30.1,-4.3999889,60.323475
12.1559,-0.0057,2.2327,101.4023,199.8678,65.6526,0.3855,3.0193,1.8852,0.9207,1.5725,2434.93,2434.948,148,329,172,29.9,-4.3999889,60.323475
12.1559,-0.0058,2.2341,101.5294,199.8018,64.4642,0.3899,3.0484,2.1985,1.757,1.802,2435.18,2435.1004,147,37,,25.5,-4.3999889,60.323475
12.1509,-0.0076,2.243,101.3982,200.1879,65.3255,0.4085,3.045,2.5945,2.7538,2.1044,2435.18,2435.2528,147,37,,25.5,-4.3999889,60.323475
12.1559,-0.0055,2.2791,101.3296,200.0061,66.51,0.3982,3.2724,2.3456,3.095,1.9267,2435.41,2435.4052,148,273,,28.1,-4.3999889,60.323475
12.1559,0.0024,2.3292,101.2739,200.2748,73.2598,0.3984,3.2804,1.8289,1.804,1.5326,2435.41,2435.5576,148,273,,28.1,-4.3999889,60.323475
12.1599,0.0055,2.3428,101.5254,201.0743,75.0781,0.3911,3.1646,1.6165,1.1122,1.3772,2435.41,2435.71,148,273,,28.1,-4.3999889,60.323475
12.1292,0.0025,2.2996,101.3394,202.3858,72.7488,0.4014,2.9894,1.596,0.8789,1.362,2435.41,2435.8624,148,273,,28.1,-4.3999889,60.323475
12.1156,-0.001,2.2831,102.3251,201.5855,66.0145,0.3776,3.161,2.4898,1.8361,2.0843,2436.75,2436.3196,153,208,,24.6,-4.3999889,60.323475
12.1135,0.001,2.3187,101.8677,201.723,68.399,0.3987,3.3294,2.3992,3.1185,2.0123,2436.75,2436.472,153,208,,24.6,-4.3999889,60.323475
12.1135,0.0026,2.347,101.074,201.2807,70.4477,0.4111,3.4628,2.4366,2.7804,2.0416,2436.75,2436.6244,153,208,,24.6,-4.3999889,60.323475
12.1142,-0.0001,2.3459,100.7389,202.2284,70.5336,0.4103,3.4948,1.956,1.4159,1.6458,2436.75,2436.7768,153,208,,24.6,-4.3999889,60.323475
12.1114,0.0017,2.3457,100.4024,198.323,72.3421,0.3876,3.4169,1.6686,3.0962,1.4301,2436.75,2436.9292,153,208,,24.6,-4.3999889,60.323475
12.1141,0.0009,2.3251,100.2058,198.5879,69.4699,0.3769,3.2314,1.5283,1.7628,1.35,2437.18,2437.0816,155,24,0.81,24.8,-4.3999889,60.323475
12.1156,0.0001,2.3068,100.4586,198.2121,68.6663,0.3677,3.0598,1.3827,0.8809,1.2312,2437.18,2437.234,155,24,0.81,24.8,-4.3999889,60.323475
12.1145,-0.0023,2.2787,100.1369,198.8594,65.135,0.3623,2.9323,1.3959,1.0473,1.2518,2437.33,2437.3864,156,263,,27.9,-4.3999889,60.323475
12.1106,-0.0037,2.2515,99.6098,199.5166,62.5901,0.3534,2.8343,1.4628,1.0254,1.3083,2437.68,2437.5388,157,444,,26.9,-4.3999889,60.323475
12.1145,-0.0051,2.2304,99.2737,199.601,59.8148,0.3602,2.7686,1.6694,0.9601,1.4759,2437.68,2437.6912,157,444,,26.9,-4.3999889,60.323475
12.114,-0.0062,2.2244,98.938,199.6539,57.8604,0.3711,2.7212,1.8529,0.9553,1.6632,2437.93,2437.8436,158,134,19,27.6,-4.3999889,60.323475
12.1135,-0.0062,2.231,98.7367,197.6917,55.42,0.3585,2.6859,2.0142,0.9169,1.831,2437.93,2437.996,158,134,19,27.6,-4.3999889,60.323475
12.1158,-0.0058,2.2378,98.4699,194.7838,50.3478,0.328,2.7821,1.9105,0.9378,1.7545,2438.18,2438.1484,159,329,,27.3,-4.3999889,60.323475
12.1135,-0.0025,2.2471,98.0096,191.3318,48.0912,0.3161,2.7694,1.7917,0.949,1.6526,2438.18,2438.3008,159,329,,27.3,-4.3999889,60.323475
12.1125,-0.0019,2.2477,97.4728,187.4765,45.8783,0.3249,2.7983,1.6081,0.9404,1.4955,2438.45,2438.4532,160,1627,,27.5,-4.3999889,60.323475
12.1176,-0.0012,2.2468,95.967,183.6116,44.7833,0.3342,2.811,1.3947,0.848,1.3221,2438.68,2438.6056,161,1722,,27.4,-4.3999889,60.323475
12.1106,-0.004,2.2399,95.2881,178.9812,44.1676,0.3178,2.8528,1.5128,0.8491,1.4053,2438.68,2438.758,161,1722,,27.4,-4.3999889,60.323475
12.1145,-0.0027,2.2394,95.9835,177.8343,46.304,0.3343,2.8619,1.8399,0.944,1.6902,2438.91,2438.9104,162,1269,1719,27.3,-4.3999889,60.323475
12.1159,-0.0057,2.2695,96.4515,178.7001,46.9624,0.3492,2.9683,2.6994,2.7915,2.3477,2439.1099999999997,2439.0628,163,2081,,28.7,-4.3999889,60.323475
12.1135,-0.0056,2.3484,95.358,175.1445,45.999,0.3564,3.253,2.9797,90.6975,2.8431,2439.1099999999997,2439.2152,163,2081,,28.7,-4.3999889,60.323475
12.1135,0.0002,2.4615,93.4521,167.5931,45.2665,0.3008,3.5341,2.3591,6.9377,2.3458,2439.45,2439.3676,164,4760,,28,-4.3999889,60.323475
12.1149,0.0075,2.5259,92.9431,157.1201,47.665,0.2577,3.2055,1.7772,0.9746,1.7907,2439.45,2439.52,164,4760,,28,-4.3999889,60.323475
12.1145,0.0003,2.4612,90.4057,160.8727,51.2612,0.2621,2.8974,1.2777,0.8852,1.2804,2439.68,2439.6724,165,0.03,,6.6,-4.3999889,60.323475
12.1145,-0.0088,2.3307,89.1699,157.9617,54.8421,0.3005,2.6722,1.2815,0.937,1.2685,2439.93,2439.8248,166,156,,25.6,-4.3999889,60.323475
12.1135,-0.01,2.2462,90.104,158.3215,53.5565,0.334,2.6674,1.6629,0.9948,1.6124,2439.93,2439.9772,166,156,,25.6,-4.3999889,60.323475
12.1135,-0.009,2.2209,91.1029,163.6985,52.0178,0.3391,2.8796,2.4621,14.3518,2.3376,2440.18,2440.1296,167,287,171,28.1,-4.3999889,60.323475
12.1164,-0.0054,2.2896,94.0389,172.8425,51.0468,0.3351,3.1364,4.3349,33.045,4.0365,2440.18,2440.282,167,287,171,28.1,-4.3999889,60.323475
12.1116,-0.0022,2.3965,97.553,176.3007,51.0947,0.306,3.4512,12.4815,27.1507,11.1377,2440.18,2440.4344,167,287,171,28.1,-4.3999889,60.323475
12.1145,0.0044,2.5246,97.8627,170.3468,49.0729,0.2617,3.4838,38.4939,142.8857,34.5507,2440.18,2440.5868,167,287,171,28.1,-4.3999889,60.323475
12.1145,0.006,2.588,98.6425,165.3004,46.3215,0.2002,3.7521,71.5368,64.8141,61.4369,2441.05,2440.7392,172,<.01,,2.7,-4.3999889,60.323475
12.1145,0.0035,2.6089,91.7291,164.0367,46.028,0.1602,3.7582,59.7849,142.5381,48.1119,2441.05,2440.8916,172,<.01,,2.7,-4.3999889,60.323475
12.1145,0.0012,2.6204,73.4206,164.1283,47.3798,0.135,3.6759,28.8672,143.2384,22.6773,2441.05,2441.044,172,<.01,,2.7,-4.3999889,60.323475
12.1125,0.0027,2.6356,64.9431,164.3259,45.3637,0.1279,3.4942,11.5452,56.7871,9.3418,2441.23,2441.1964,168,796,,27.6,-4.3999889,60.323475
12.116,0.0034,2.6208,62.3535,168.3664,44.0229,0.1326,3.4566,4.4167,4.3566,3.6407,2441.3,2441.3488,173,0.04,0.04,6,-4.3999889,60.323475
12.0732,0.0037,2.5752,59.6413,177.7523,44.9869,0.1642,3.1157,2.4582,1.1159,2.0765,2441.48,2441.5012,169,0.16,,8.6,-4.3999889,60.323475
12.073,0.0027,2.4949,60.1641,172.4739,47.0988,0.2194,2.9078,1.9121,0.9151,1.6263,2441.73,2441.6536,170,0.19,,10.2,-4.3999889,60.323475
12.0745,-0.0024,2.38,62.3087,154.5049,49.9229,0.2847,2.7446,1.703,0.8768,1.449,2441.78,2441.806,175,399,,25.4,-4.3999889,60.323475
12.073,-0.0044,2.2923,72.0251,149.2793,47.2737,0.3191,2.7418,1.5297,0.8864,1.3149,2441.98,2441.9584,171,0.01,<.01,2.9,-4.3999889,60.323475
12.073,-0.0056,2.237,81.5379,133.7476,49.4205,0.3436,2.7181,1.4553,0.8755,1.2655,2442.1200000000003,2442.1108,176,582,65,27.3,-4.3999889,60.323475
12.0727,-0.0068,2.2267,88.8251,159.0366,48.3264,0.3398,2.6894,1.4412,0.8605,1.2603,2442.3,2442.2632,177,518,231,27.3,-4.3999889,60.323475
12.0747,-0.0089,2.2268,93.6631,168.2307,50.4423,0.3461,2.6421,1.493,0.8798,1.3135,2442.3,2442.4156,177,518,231,27.3,-4.3999889,60.323475
12.072,-0.0062,2.2334,96.545,177.8836,49.5331,0.3443,2.6346,1.6128,0.9206,1.4027,2442.55,2442.568,178,239,,27.9,-4.3999889,60.323475
12.0768,-0.0041,2.2378,96.5487,184.4542,51.2972,0.3463,2.6728,1.7569,0.8149,1.4947,2442.8,2442.7204,179,563,,28.7,-4.3999889,60.323475
12.0719,-0.0023,2.2359,97.4158,187.9173,53.7855,0.3488,2.737,1.7498,0.8366,1.4615,2442.8,2442.8728,179,563,,28.7,-4.3999889,60.323475
12.0718,-0.0041,2.2302,97.0954,189.0892,52.9308,0.3471,2.8428,1.6564,0.8785,1.3952,2443.05,2443.0252,180,624,,27.5,-4.3999889,60.323475
12.0758,-0.0043,2.226,96.3706,189.072,52.5958,0.3457,2.8831,1.5284,0.8821,1.2716,2443.3,2443.1776,181,740,369,27.3,-4.3999889,60.323475
12.0716,-0.0057,2.2261,95.9535,188.8767,51.5909,0.3441,2.872,1.3774,0.8648,1.1495,2443.3,2443.33,181,740,369,27.3,-4.3999889,60.323475
12.077,-0.0076,2.2256,95.4284,187.7351,50.7709,0.3398,2.8726,1.3464,0.8836,1.0912,2443.55,2443.4824,182,764,,27.6,-4.3999889,60.323475
12.0718,-0.0079,2.2243,95.2711,185.3342,50.3881,0.3558,2.8081,1.4429,0.8236,1.1491,2443.55,2443.6348,182,764,,27.6,-4.3999889,60.323475
12.073,-0.0053,2.2225,95.3269,183.9308,51.2972,0.3568,2.7504,1.5078,0.8996,1.1873,2443.78,2443.7872,183,1221,,29.4,-4.3999889,60.323475
12.0755,-0.0053,2.2225,96.8994,184.93,52.6917,0.3662,2.7433,1.5206,0.9552,1.1764,2443.78,2443.9396,183,1221,,29.4,-4.3999889,60.323475
12.073,-0.0035,2.2263,97.2571,188.206,53.3512,0.362,2.7914,1.5383,1.0092,1.1935,2444.1200000000003,2444.092,184,392,,28.3,-4.3999889,60.323475
12.0725,-0.0044,2.2229,98.3911,189.4863,53.1598,0.3724,2.8993,1.4806,0.8205,1.1537,2444.3,2444.2444,185,2280,1450,30,-4.3999889,60.323475
12.074,-0.0057,2.2156,100.975,193.6573,53.665,0.3953,2.8909,1.5098,0.9459,1.1696,2444.3,2444.3968,185,2280,1450,30,-4.3999889,60.323475
12.0708,-0.0057,2.2092,102.7103,197.0927,56.5547,0.4063,2.9005,1.7373,0.8783,1.3256,2444.55,2444.5492,186,104,,26,-4.3999889,60.323475
12.0758,-0.0019,2.2115,102.6859,197.534,58.2295,0.402,2.8793,1.8517,0.9507,1.3788,2444.78,2444.7016,187,49,,24.9,-4.3999889,60.323475
12.0722,-0.0026,2.2174,102.3495,197.6518,61.4978,0.3812,2.9854,1.8088,1.3314,1.3572,2444.78,2444.854,187,49,,24.9,-4.3999889,60.323475
12.073,0.001,2.2417,102.457,197.4782,62.2551,0.3893,3.144,1.7681,1.5342,1.3417,2445.05,2445.0064,188,91,,24.6,-4.3999889,60.323475
12.0758,0.0039,2.2651,102.0966,197.5315,64.4498,0.3819,3.1593,1.6506,0.8741,1.2692,2445.05,2445.1588,188,91,,24.6,-4.3999889,60.323475
12.0719,0.0041,2.27,101.504,196.2313,64.5539,0.3895,3.0048,1.6028,0.9231,1.2453,2445.3,2445.3112,189,774,1057,30.8,-4.3999889,60.323475
12.073,-0.0002,2.2426,101.4609,195.5659,63.2141,0.3879,2.8607,1.7788,1.0174,1.3647,2445.55,2445.4636,190,122,,27,-4.3999889,60.323475
12.0758,-0.0004,2.2274,101.4665,195.0361,64.369,0.3982,2.9009,1.9425,1.1198,1.4775,2445.55,2445.616,190,122,,27,-4.3999889,60.323475
12.0719,-0.0012,2.2232,101.2794,195.9233,64.7434,0.3885,2.9129,1.9543,1.0001,1.4866,2445.78,2445.7684,191,330,,28.8,-4.3999889,60.323475
12.073,-0.0013,2.2266,101.0799,196.5088,65.2301,0.3717,2.8186,1.8392,0.9496,1.4194,2446.05,2445.9208,192,1542,,29,-4.3999889,60.323475
12.073,-0.003,2.2202,101.1244,196.5978,58.9138,0.3571,2.6797,1.702,0.8533,1.3091,2446.05,2446.0732,192,1542,,29,-4.3999889,60.323475
12.0719,-0.0029,2.2114,101.0757,195.3078,54.8943,0.3593,2.6485,1.4658,0.8508,1.1289,2446.3,2446.2256,193,1002,594,28.6,-4.3999889,60.323475
12.0939,-0.0046,2.2064,100.8158,194.1402,52.2542,0.366,2.6572,1.3156,0.733,1.0291,2446.3,2446.378,193,1002,594,28.6,-4.3999889,60.323475
12.1132,-0.0049,2.2026,100.1843,191.9765,52.1656,0.3703,2.6505,1.2765,0.7283,1.005,2446.5,2446.5304,194,2298,,30,-4.3999889,60.323475
12.1129,-0.0049,2.1994,99.8757,191.0353,51.3455,0.3864,2.588,1.3424,0.7383,1.04,2446.8,2446.6828,195,1520,,29.3,-4.3999889,60.323475
12.116,-0.0037,2.2003,99.9233,190.4424,51.7835,0.3792,2.6588,1.3693,0.866,1.0663,2446.8,2446.8352,195,1520,,29.3,-4.3999889,60.323475
12.1132,-0.0041,2.2052,100.0542,190.7641,55.5089,0.4126,2.8211,1.553,1.4127,1.2159,2447.05,2446.9876,196,319,,26,-4.3999889,60.323475
12.1129,-0.0035,2.2136,100.252,191.7835,58.1336,0.417,2.8573,1.6654,0.9619,1.3351,2447.05,2447.14,196,319,,26,-4.3999889,60.323475
12.116,-0.0047,2.2208,100.6287,193.5253,58.9398,0.4261,2.7706,1.7451,0.8102,1.3944,2447.3,2447.2924,197,626,211,27.6,-4.3999889,60.323475
12.1132,-0.005,2.2244,100.7864,195.2105,56.5472,0.4011,2.621,1.8461,1.0513,1.4815,2447.55,2447.4448,198,393,,27.9,-4.3999889,60.323475
12.1157,-0.0047,2.2238,100.9847,195.5898,55.6619,0.3955,2.6266,1.9249,0.9165,1.5428,2447.55,2447.5972,198,393,,27.9,-4.3999889,60.323475
12.116,-0.0045,2.216,101.425,196.6355,55.9011,0.3965,2.6242,1.7762,0.8637,1.4413,2447.8,2447.7496,199,848,,29.1,-4.3999889,60.323475
12.1124,-0.0053,2.2099,101.789,196.5098,53.9652,0.3948,2.6404,1.5951,0.8664,1.3118,2447.8,2447.902,199,848,,29.1,-4.3999889,60.323475
12.117,-0.0042,2.2104,101.5603,195.1116,53.4734,0.3906,2.6526,1.492,0.8937,1.2412,2448.3,2448.0544,201,636,137,27.6,-4.3999889,60.323475
12.11,-0.0045,2.2157,101.1653,192.984,51.1287,0.3889,2.6285,1.5065,0.8844,1.2545,2448.3,2448.2068,201,636,137,27.6,-4.3999889,60.323475
12.117,-0.0077,2.2213,100.7656,189.9866,50.4871,0.3883,2.6278,1.6391,0.9936,1.3585,2448.3,2448.3592,201,636,137,27.6,-4.3999889,60.323475
12.1145,-0.01,2.2318,99.5208,186.1883,49.0607,0.3742,2.6317,1.7621,1.0758,1.4634,2448.5,2448.5116,202,353,,25.8,-4.3999889,60.323475
12.1132,-0.0081,2.256,98.538,184.2632,49.0607,0.3616,2.7958,2.1856,1.421,1.8044,2448.8,2448.664,203,563,,24.5,-4.3999889,60.323475
12.1157,-0.0063,2.2819,97.2577,182.2452,49.6039,0.3593,2.8426,2.2394,1.4254,1.8593,2448.8,2448.8164,203,563,,24.5,-4.3999889,60.323475
12.1094,-0.0071,2.2945,95.9707,180.7111,51.177,0.3609,2.863,1.9007,1.4135,1.6081,2449.05,2448.9688,204,88,66,24.7,-4.3999889,60.323475
12.116,-0.0064,2.2978,94.7046,179.4379,51.9497,0.3736,2.8997,1.7167,2.2864,1.4796,2449.05,2449.1212,204,88,66,24.7,-4.3999889,60.323475
12.1142,-0.0033,2.3105,93.622,179.3783,56.3287,0.3722,3.0108,1.6908,1.4596,1.4751,2449.05,2449.2736,204,88,66,24.7,-4.3999889,60.323475
12.1142,-0.0042,2.3052,93.9433,180.9049,62.773,0.3825,2.9331,1.6954,0.8578,1.4808,2449.55,2449.426,206,805,435,29.9,-4.3999889,60.323475
12.1142,-0.0075,2.2815,95.5136,183.1909,68.5583,0.3703,2.8825,2.0475,1.2683,1.762,2449.55,2449.5784,206,805,435,29.9,-4.3999889,60.323475
12.1119,-0.0081,2.2586,96.8346,187.624,70.8168,0.3683,2.8861,2.2412,1.7912,1.9717,2449.8,2449.7308,207,120,,23.3,-4.3999889,60.323475
12.1222,-0.0058,2.2684,98.861,192.0804,68.4877,0.3622,3.2057,2.2428,2.1299,1.9715,2449.8,2449.8832,207,120,,23.3,-4.3999889,60.323475
12.1474,-0.005,2.2897,99.9027,195.5793,70.3173,0.3692,3.3365,1.9763,2.3024,1.8003,2450.23,2450.0356,209,209,227,26.3,-4.3999889,60.323475
12.1523,-0.0022,2.3115,100.5846,197.7047,72.0416,0.3911,3.4501,1.9535,2.2406,1.7921,2450.23,2450.188,209,209,227,26.3,-4.3999889,60.323475
12.1563,0.0003,2.3198,101.1267,199.8677,73.6207,0.3868,3.3415,1.9925,2.3561,1.8367,2450.23,2450.3404,209,209,227,26.3,-4.3999889,60.323475
12.1554,0.0014,2.3205,101.2167,199.8132,71.0535,0.4128,3.2652,2.0318,1.3708,1.8775,2450.55,2450.4928,210,209,227,26.3,-4.3999889,60.323475
12.1549,0.0028,2.3153,101.8095,200.5567,69.4796,0.4092,3.2523,2.3775,2.598,2.1779,2450.55,2450.6452,210,209,227,26.3,-4.3999889,60.323475
12.1885,0.0022,2.3205,102.4092,204.7555,71.1641,0.4254,3.4102,2.6643,2.8192,2.5023,2450.55,2450.7976,210,209,227,26.3,-4.3999889,60.323475
12.2711,0.0022,2.3472,102.7414,208.277,74.9719,0.4037,3.7829,2.6913,4.4598,2.5289,2450.55,2450.95,210,209,227,26.3,-4.3999889,60.323475
12.2391,-0.0057,2.3712,107.4234,215.5949,77.6487,0.4229,3.6273,2.2255,3.5642,2.3036,2470.54,2470.1524,293,0.36,,8.3,-4.3999889,60.323475
12.2353,-0.0069,2.3671,107.5951,216.0946,75.5195,0.4147,3.4316,2.1849,3.4968,2.2353,2470.54,2470.3048,293,0.36,,8.3,-4.3999889,60.323475
12.2368,-0.0051,2.3714,106.8677,217.0013,76.0539,0.3867,3.4098,2.1904,3.2473,2.242,2470.54,2470.4572,293,0.36,,8.3,-4.3999889,60.323475
12.2275,-0.0041,2.377,106.679,218.0627,77.8351,0.3993,3.389,2.4439,3.2408,2.4682,2470.54,2470.6096,293,0.36,,8.3,-4.3999889,60.323475
12.2058,-0.0051,2.3746,106.8742,218.5669,79.8769,0.4042,3.3682,3.2226,3.3003,3.2074,2470.75,2470.762,294,0.07,0.06,5.3,-4.3999889,60.323475
12.1957,-0.0048,2.372,107.5331,221.2961,78.8444,0.4116,3.4063,4.6907,5.2567,4.5578,2471,2470.9144,295,0.02,,3.5,-4.3999889,60.323475
12.198,-0.0031,2.3765,108.2451,222.468,77.2647,0.4021,3.4733,8.0438,9.086,7.5681,2471,2471.0668,295,0.02,,3.5,-4.3999889,60.323475
12.1697,-0.0043,2.4052,108.0542,215.289,72.4846,0.3554,3.5957,12.6687,35.1938,11.4977,2471,2471.2192,295,0.02,,3.5,-4.3999889,60.323475
12.1653,-0.0043,2.4567,107.0008,203.4717,67.872,0.2975,3.5688,9.0046,56.4785,8.0522,2471,2471.3716,295,0.02,,3.5,-4.3999889,60.323475
12.1764,0.0007,2.5535,83.3516,161.9923,51.6117,0.1769,3.5075,2.6067,2.5872,2.5073,2472.25,2471.8288,300,1.2,,22.9,-4.3999889,60.323475
12.1991,0.0007,2.4966,77.7587,143.6887,55.3441,0.2259,3.4999,2.3543,2.8781,2.2878,2472.25,2471.9812,300,1.2,,22.9,-4.3999889,60.323475
12.265,0.0011,2.4274,75.0787,144.2032,61.7176,0.3126,3.4192,2.282,3.0618,2.2395,2472.25,2472.1336,300,1.2,,22.9,-4.3999889,60.323475
12.213,-0.0002,2.3665,77.0371,152.9227,69.7359,0.3827,3.4543,2.4769,2.7663,2.4424,2472.25,2472.286,300,1.2,,22.9,-4.3999889,60.323475
12.1925,0.002,2.3529,83.7909,167.0814,72.2564,0.4022,3.3776,2.4116,2.9387,2.3938,2472.5,2472.4384,301,185,,25,-4.3999889,60.323475
12.2295,0.0002,2.3486,83.4996,177.5853,75.6011,0.4186,3.4973,2.2763,3.2204,2.2399,2472.5,2472.5908,301,185,,25,-4.3999889,60.323475
12.2372,0.0009,2.3583,92.9852,188.8552,76.0796,0.4247,3.5458,2.0879,2.8173,2.0694,2472.75,2472.7432,302,118,,25.2,-4.3999889,60.323475
12.2358,0.002,2.3462,103.1056,204.7561,78.5389,0.438,3.5642,1.8169,1.7215,1.7958,2472.98,2472.8956,303,280,119,25.7,-4.3999889,60.323475
12.2335,-0.0013,2.3268,107.1499,214.3513,75.1451,0.4175,3.5183,1.6477,1.54,1.6254,2472.98,2473.048,303,280,119,25.7,-4.3999889,60.323475
12.2038,0,2.3133,106.4757,216.7991,74.4197,0.4123,3.3398,1.5231,1.6799,1.5006,2473.25,2473.2004,304,384,,26.8,-4.3999889,60.323475
12.1207,0.004,2.3153,106.204,216.184,71.4193,0.3978,3.299,1.5333,1.4602,1.5014,2473.25,2473.3528,304,384,,26.8,-4.3999889,60.323475
12.117,0.0031,2.3046,105.812,213.1633,71.6652,0.3791,3.117,1.6227,1.2756,1.5589,2473.25,2473.5052,304,384,,26.8,-4.3999889,60.323475
12.1109,0.0006,2.2874,106.0553,209.5041,69.6978,0.375,3.0857,1.8472,1.221,1.7593,2473.25,2473.6576,304,384,,26.8,-4.3999889,60.323475
12.3576,0.0018,2.3529,110.8627,233.9094,74.2148,0.4141,3.5042,2.366,2.4992,2.2017,2481.98,2481.5824,339,1.5,3,21.4,-4.3999889,60.323475
12.3597,-0.003,2.3451,110.4914,233.0799,72.8089,0.3913,3.3113,2.311,2.8781,2.1219,2481.98,2481.7348,339,1.5,3,21.4,-4.3999889,60.323475
12.3628,-0.0008,2.3482,109.2909,231.0046,73.3503,0.3838,3.3328,2.3007,2.7342,2.1378,2481.98,2481.8872,339,1.5,3,21.4,-4.3999889,60.323475
12.3575,0.0032,2.3324,107.2713,222.0776,73.6855,0.3968,3.3706,2.3081,2.8807,2.1254,2481.98,2482.0396,339,1.5,3,21.4,-4.3999889,60.323475
12.3772,0.0021,2.3039,106.7408,215.8031,75.8839,0.3878,3.4058,2.343,2.5917,2.169,2482.2,2482.192,340,1.3,,17.4,-4.3999889,60.323475
12.4032,0.0005,2.2793,107.2938,214.954,78.0919,0.3994,3.323,2.3574,2.558,2.1565,2482.2,2482.3444,340,1.3,,17.4,-4.3999889,60.323475
12.4001,0.0039,2.2972,107.8927,215.3641,79.9134,0.3932,3.3007,2.353,2.7346,2.171,2482.55,2482.4968,341,3.2,0.55,19.6,-4.3999889,60.323475
12.4032,0.0046,2.3254,108.062,217.2497,80.7352,0.3987,3.2755,2.3774,2.7702,2.1789,2482.55,2482.6492,341,3.2,0.55,19.6,-4.3999889,60.323475
12.399,0.0031,2.3486,107.3935,224.1738,80.33,0.3825,3.2124,2.3908,2.8606,2.1837,2482.55,2482.8016,341,3.2,0.55,19.6,-4.3999889,60.323475
12.6659,-0.0011,2.351,107.4638,228.6554,77.9129,0.3842,3.0779,2.4207,2.1008,2.1905,2482.55,2482.954,341,3.2,0.55,19.6,-4.3999889,60.323475
12.1973,0.0048,2.3404,102.6895,214.1266,74.3718,0.4028,3.2581,1.5447,1.226,1.4877,2485,2484.6304,351,0.6,0.03,7.9,-4.3999889,60.323475
12.0936,0.0004,2.3008,103.3926,214.3277,73.341,0.3901,3.1787,1.4343,1.0618,1.3704,2485,2484.7828,351,0.6,0.03,7.9,-4.3999889,60.323475
12.0779,-0.0043,2.2596,104.4386,215.2422,70.9392,0.3867,3.0964,1.3721,1.1705,1.3021,2485,2484.9352,351,0.6,0.03,7.9,-4.3999889,60.323475
12.0777,-0.006,2.2356,105.8064,219.979,71.0685,0.3835,3.0829,1.3786,1.112,1.3053,2485,2485.0876,351,0.6,0.03,7.9,-4.3999889,60.323475
