CALI,DENC,DENS,DTC,DTS_1,DTS_2,GR,NEUT,PEF,RDEP,RMIC,RSHAL,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
12.21,-0.012,2.2957,91.3316,177.0708,185.9365,68.9447,0.3023,2.7188,2.5315,1.6004,2.1681,2238.45,2238.4512,638,200,201,25.3,-4.2365475,60.3305383
12.2602,-0.0124,2.2835,92.9997,177.7548,186.17,69.959,0.2965,2.6396,2.5763,1.1284,2.2115,2238.45,2238.6036,638,200,201,25.3,-4.2365475,60.3305383
12.1915,-0.0129,2.282,95.2181,176.4266,185.933,70.5367,0.2935,2.6233,2.5585,1.1709,2.2051,2238.8799999999997,2238.756,640,306,,25.4,-4.2365475,60.3305383
12.172,-0.0149,2.27,92.2292,181.3234,182.5486,67.7681,0.2849,2.6188,2.5637,1.2023,2.1784,2238.8799999999997,2238.9084,640,306,,25.4,-4.2365475,60.3305383
12.1739,-0.0136,2.2516,91.5451,180.7285,178.9726,61.506,0.2783,2.5426,2.4673,1.2806,2.1124,2239.2,2239.0608,641,113,,27.3,-4.2365475,60.3305383
12.185,-0.0159,2.223,95.1692,179.1859,176.5864,59.5515,0.2823,2.5638,2.2873,1.2291,1.9654,2239.2,2239.2132,641,113,,27.3,-4.2365475,60.3305383
12.185,-0.0144,2.23,96.0213,178.6476,174.5772,67.0267,0.2874,2.7625,2.0403,0.9448,1.7877,2239.45,2239.3656,642,356,152,27.8,-4.2365475,60.3305383
12.211,-0.0149,2.2707,96.4898,177.5526,187.7896,72.5625,0.3146,3.1496,2.0822,0.9146,1.8212,2239.45,2239.518,642,356,152,27.8,-4.2365475,60.3305383
12.2461,-0.0126,2.33,97.672,180.9189,193.9004,76.5584,0.3171,3.4937,2.4551,1.2942,2.1138,2239.45,2239.6704,642,356,152,27.8,-4.2365475,60.3305383
12.232,-0.0095,2.3623,98.3925,183.7825,193.4448,76.8912,0.3327,3.3817,2.9161,3.9554,2.4513,2239.45,2239.8228,642,356,152,27.8,-4.2365475,60.3305383
12.1882,-0.0086,2.3344,98.6054,184.4942,192.7841,72.7283,0.3329,3.1542,3.2755,4.555,2.7599,2240.22,2239.9752,645,346,257,25.1,-4.2365475,60.3305383
12.1756,-0.0151,2.2765,99.1377,183.8966,199.5248,70.2419,0.3449,2.886,3.543,3.3688,2.968,2240.22,2240.1276,645,346,257,25.1,-4.2365475,60.3305383
