CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RDEP,RMIC,RSHAL,SP,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
11.9417,-0.0204,2.2179,98.05,183.8482,43.8641,0.3009,2.6856,94.6934,2.3008,49.3556,-253.75,1952.2,1952.3464,2,1057,607,27.7,-4.0386472,60.3518389
11.9438,-0.0204,2.2266,97.05,203.0998,47.4428,0.3058,2.7325,98.3241,5.6185,49.0413,-251.1875,1952.2,1952.4988,2,1057,607,27.7,-4.0386472,60.3518389
11.9361,-0.0214,2.209,101.8,218.359,50.2418,0.2871,2.7621,75.9538,4.4258,42.1227,-249.8125,1952.2,1952.6512,2,1057,607,27.7,-4.0386472,60.3518389
11.9344,-0.0197,2.1363,114.4,211.3035,43.204,0.3776,2.6075,70.3504,5.9306,30.1814,-255.75,1956.95,1956.4612,5,1784,1292,30.3,-4.0386472,60.3518389
11.9389,-0.0177,2.149,112.9,199.9575,45.5731,0.3583,2.7711,384.1646,5.7896,55.0448,-252.625,1956.95,1956.6136,5,1784,1292,30.3,-4.0386472,60.3518389
11.9361,-0.0143,2.1636,109.5,193.6988,44.0539,0.3631,2.8288,289.0396,1.151,55.019,-247.6875,1956.95,1956.766,5,1784,1292,30.3,-4.0386472,60.3518389
11.9438,-0.0135,2.1702,107.7,191.1941,43.2719,0.3355,2.8726,141.0012,1.0881,47.5833,-246.875,1956.95,1956.9184,5,1784,1292,30.3,-4.0386472,60.3518389
11.9344,-0.0121,2.1793,108.6,190.2812,45.1972,0.3271,2.8913,85.8967,1.0955,41.0324,-247.375,1956.95,1957.0708,5,1784,1292,30.3,-4.0386472,60.3518389
11.9417,-0.0112,2.1888,109.95,190.9525,47.4828,0.2953,2.9389,57.9114,1.2222,33.3726,-250.625,1956.95,1957.2232,5,1784,1292,30.3,-4.0386472,60.3518389
11.9473,-0.0112,2.2006,104.5,190.7525,47.2565,0.3014,2.8587,39.9372,1.2494,25.9124,-253.875,1956.95,1957.3756,5,1784,1292,30.3,-4.0386472,60.3518389
12.0108,-0.0191,2.186,108.3,192.3593,69.3223,0.3384,2.9021,6.8555,4.4386,6.679,-243.375,1960.53,1960.1188,8,2909,2771,30.4,-4.0386472,60.3518389
11.9628,-0.0205,2.1628,106.9,173.8486,58.3249,0.2986,2.8241,18.993,4.5841,14.9147,-245.375,1960.53,1960.2712,8,2909,2771,30.4,-4.0386472,60.3518389
11.9517,-0.0202,2.1513,105.4,176.9153,51.0102,0.31,2.7445,54.8209,1.3354,34.6696,-248.75,1960.53,1960.4236,8,2909,2771,30.4,-4.0386472,60.3518389
11.9289,-0.0234,2.1427,105.75,181.8224,49.3563,0.3467,2.7623,56.1015,1.2762,37.4568,-250,1960.53,1960.576,8,2909,2771,30.4,-4.0386472,60.3518389
11.9035,-0.0291,2.1376,105.6,190.8676,48.9484,0.3646,2.6922,51.1503,1.3356,36.0395,-251.0625,1960.53,1960.7284,8,2909,2771,30.4,-4.0386472,60.3518389
11.9057,-0.0271,2.1329,105.2,196.5572,49.8694,0.3831,2.7325,41.5487,1.273,30.2197,-254.1875,1960.53,1960.8808,8,2909,2771,30.4,-4.0386472,60.3518389
11.9648,-0.017,2.1642,108,213.5315,44.2323,0.3613,2.7707,13.3986,1.1423,10.8433,-244.9375,1979.05,1978.5592,10,1272,1089,31.3,-4.0386472,60.3518389
11.9876,-0.0152,2.1545,108.4,208.9016,45.6389,0.3674,2.6463,13.4814,1.1307,10.9731,-244.1875,1979.05,1978.7116,10,1272,1089,31.3,-4.0386472,60.3518389
11.9705,-0.0179,2.1446,109,219.9519,46.8318,0.3382,2.5791,14.7706,1.1717,11.7743,-241.0625,1979.05,1978.864,10,1272,1089,31.3,-4.0386472,60.3518389
11.9648,-0.0195,2.1464,108.9,227.5502,49.1178,0.3357,2.7445,19.3427,3.8349,14.3229,-239.5,1979.05,1979.0164,10,1272,1089,31.3,-4.0386472,60.3518389
11.9803,-0.0186,2.1553,107.85,228.982,50.5434,0.3282,2.9773,35.2088,2.5007,22.3393,-242.0625,1979.05,1979.1688,10,1272,1089,31.3,-4.0386472,60.3518389
11.9902,-0.0181,2.1577,105.3,230.8421,53.0485,0.3645,3.0102,78.4476,1.3318,42.8048,-244.25,1979.05,1979.3212,10,1272,1089,31.3,-4.0386472,60.3518389
11.9831,-0.0185,2.1495,105.85,228.4142,51.1304,0.3941,2.8751,73.6946,1.3069,44.0018,-242.75,1979.05,1979.4736,10,1272,1089,31.3,-4.0386472,60.3518389
11.9831,-0.02,2.1599,106.8,201.114,47.276,0.3757,2.9648,77.4998,1.5931,52.4409,-241.25,1983.05,1982.674,13,3706,3072,30.7,-4.0386472,60.3518389
11.974,-0.0205,2.1455,107.1,213.2272,50.5827,0.3803,2.9747,76.3484,1.4804,51.5517,-239.25,1983.05,1982.8264,13,3706,3072,30.7,-4.0386472,60.3518389
11.9859,-0.0216,2.1484,106.45,214.2106,49.193,0.3774,3.0419,68.914,1.2188,48.2487,-240.8125,1983.05,1982.9788,13,3706,3072,30.7,-4.0386472,60.3518389
11.9928,-0.0219,2.1431,106.6,215.9656,51.2023,0.3761,3.0216,65.481,1.2115,46.4268,-240.5625,1983.05,1983.1312,13,3706,3072,30.7,-4.0386472,60.3518389
11.9648,-0.0209,2.1483,106,216.4926,49.0465,0.3572,3.116,65.6034,1.2572,46.2675,-240.5,1983.05,1983.2836,13,3706,3072,30.7,-4.0386472,60.3518389
11.9417,-0.0222,2.1468,106.8,214.52,47.7508,0.3455,3.0453,66.9898,1.2695,46.4197,-238.875,1983.05,1983.436,13,3706,3072,30.7,-4.0386472,60.3518389
11.9234,-0.0201,2.1542,107.4,216.0257,47.8897,0.326,2.9939,49.4995,1.2681,26.8124,-235.8125,1985.03,1984.6552,14,1842,911,31.5,-4.0386472,60.3518389
11.9306,-0.0191,2.1602,108.45,218.323,51.0866,0.3331,2.9932,47.3191,1.2278,26.2356,-237.3125,1985.03,1984.8076,14,1842,911,31.5,-4.0386472,60.3518389
11.9378,-0.0207,2.1621,107.7,219.7677,53.2605,0.3331,3.0249,46.9408,1.2211,26.0934,-237,1985.03,1984.96,14,1842,911,31.5,-4.0386472,60.3518389
11.9386,-0.0181,2.1614,107.25,219.9069,52.7829,0.3366,2.9623,48.9387,1.1999,26.0209,-233.375,1985.03,1985.1124,14,1842,911,31.5,-4.0386472,60.3518389
11.9361,-0.0217,2.1513,107.1,207.4312,54.1895,0.3264,2.9445,50.4853,1.2455,26.5495,-230.75,1985.03,1985.2648,14,1842,911,31.5,-4.0386472,60.3518389
11.9361,-0.022,2.1477,106.85,220.7845,52.5271,0.3411,2.8906,59.1713,1.241,26.9344,-231.3125,1985.03,1985.4172,14,1842,911,31.5,-4.0386472,60.3518389
11.9344,-0.0127,2.1729,108.35,207.4454,47.3087,0.3529,2.8758,54.6119,1.2583,21.8291,-232.625,1987.02,1986.6364,15,1574,1318,31.9,-4.0386472,60.3518389
11.9489,-0.014,2.1661,108.3,206.1413,47.6923,0.3568,2.8967,54.5047,1.2663,22.0232,-233.875,1987.02,1986.7888,15,1574,1318,31.9,-4.0386472,60.3518389
11.9389,-0.0146,2.1632,108.45,207.2946,47.4365,0.3512,2.9093,49.3433,1.2568,20.9009,-234.125,1987.02,1986.9412,15,1574,1318,31.9,-4.0386472,60.3518389
11.9318,-0.0152,2.1589,108.3,209.0401,47.6605,0.369,2.9237,32.5583,1.2579,17.4491,-232.6875,1987.02,1987.0936,15,1574,1318,31.9,-4.0386472,60.3518389
11.9278,-0.0155,2.1642,108.5,206.834,48.5735,0.3638,2.985,20.218,1.334,12.9723,-231,1987.02,1987.246,15,1574,1318,31.9,-4.0386472,60.3518389
11.9351,-0.0158,2.1686,108.7,208.4957,45.2339,0.3642,2.8819,14.1798,1.3314,9.9903,-228.4375,1987.02,1987.3984,15,1574,1318,31.9,-4.0386472,60.3518389
11.9223,-0.0224,2.1783,108.5,216.8974,51.4614,0.3366,2.9415,9.5114,2.4227,7.2073,-233.1875,1988.52,1988.1604,16,1910,1594,29.6,-4.0386472,60.3518389
11.9323,-0.0212,2.189,109.4,213.1094,53.1069,0.35,3.096,9.3995,1.9864,7.103,-234.4375,1988.52,1988.3128,16,1910,1594,29.6,-4.0386472,60.3518389
11.9334,-0.0229,2.1904,110.05,211.7311,51.8281,0.3586,3.3005,9.2553,1.8043,7.0588,-230.9375,1988.52,1988.4652,16,1910,1594,29.6,-4.0386472,60.3518389
11.9482,-0.0231,2.2035,110.3,213.0747,52.2031,0.3672,3.4757,8.2592,1.3427,6.8117,-228.125,1988.52,1988.6176,16,1910,1594,29.6,-4.0386472,60.3518389
11.961,-0.0238,2.2083,108.1,210.5076,57.0385,0.3713,3.2345,7.4408,1.416,6.1024,-228.125,1988.52,1988.77,16,1910,1594,29.6,-4.0386472,60.3518389
11.955,-0.0204,2.22,107.9,215.3184,61.5142,0.385,2.9501,7.083,3.2759,5.6619,-228.8125,1988.52,1988.9224,16,1910,1594,29.6,-4.0386472,60.3518389
12.0014,-0.013,2.2034,113.35,205.362,51.8853,0.3313,4.6667,4.1417,1.8465,3.492,-230.8125,1989.9,1989.532,17,761,688,29.8,-4.0386472,60.3518389
12.0163,-0.017,2.0672,113.7,196.3519,60.8586,0.3796,5.8989,4.0098,1.8517,3.3753,-231.5625,1989.9,1989.6844,17,761,688,29.8,-4.0386472,60.3518389
14.3091,-0.0324,1.7297,117.6,200.6106,67.6528,0.449,6.83,3.7352,0.3011,3.16,-231.4375,1989.9,1989.8368,17,761,688,29.8,-4.0386472,60.3518389
15.9628,-0.0291,1.5229,121.6,219.5306,73.9121,0.4855,7.2176,3.3822,0.2235,2.8865,-231.375,1989.9,1989.9892,17,761,688,29.8,-4.0386472,60.3518389
16.1848,-0.0212,1.4244,115.9,206.7857,72.3597,0.4715,7.5923,3.1719,0.2157,2.6828,-231.875,1989.9,1990.1416,17,761,688,29.8,-4.0386472,60.3518389
16.8661,-0.0162,1.4238,111.05,219.0637,72.4876,0.4734,7.7955,2.918,0.2005,2.4741,-232.3125,1989.9,1990.294,17,761,688,29.8,-4.0386472,60.3518389
12.008,-0.0141,2.3004,105.6,232.5224,72.4951,0.3935,3.4186,2.9891,1.7866,2.5298,-239.8125,2008.23,2007.82,1X,1333,,29.2,-4.0386472,60.3518389
12.0108,-0.0044,2.3036,108.25,226.9772,75.5405,0.4005,3.6418,3.0947,2.2337,2.6108,-239.875,2008.23,2007.9724,1X,1333,,29.2,-4.0386472,60.3518389
12.0341,-0.005,2.317,103.85,225.6947,72.9116,0.4016,4.0702,3.1289,3.2975,2.6506,-239.4375,2008.23,2008.1248,1X,1333,,29.2,-4.0386472,60.3518389
12.0725,-0.0007,2.3519,99.2,222.5871,74.9375,0.4089,4.6693,3.104,2.5546,2.6324,-239.5,2008.23,2008.2772,1X,1333,,29.2,-4.0386472,60.3518389
12.084,0.0103,2.4374,99.25,224.9496,71.9963,0.4073,5.0233,3.0521,1.513,2.5798,-238.625,2008.23,2008.4296,1X,1333,,29.2,-4.0386472,60.3518389
12.1766,0.0093,2.4657,100.4,229.2817,72.5876,0.4185,4.8215,3.0494,4.0181,2.5767,-240.4375,2008.8,2008.582,2X,905,,30.9,-4.0386472,60.3518389
12.1897,0.0001,2.4739,101.5,226.7009,72.7175,0.3947,4.1497,3.0101,2.9898,2.5375,-242.125,2008.8,2008.7344,2X,905,,30.9,-4.0386472,60.3518389
12.2043,-0.0021,2.4162,107.8,228.8038,75.5041,0.4066,3.6995,2.9689,2.9292,2.4919,-243.375,2008.8,2008.8868,2X,905,,30.9,-4.0386472,60.3518389
12.0737,-0.0092,2.3561,106.85,233.754,74.3745,0.3968,3.447,3.0205,2.0039,2.5372,-243.1875,2008.8,2009.0392,2X,905,,30.9,-4.0386472,60.3518389
12.1277,-0.0112,2.3077,105.75,232.8334,76.2975,0.4193,3.5838,3.0645,2.2236,2.5847,-242.9375,2009.37,2009.1916,3X,911,,30.5,-4.0386472,60.3518389
12.1632,-0.0095,2.3039,107.3,225.9487,76.4521,0.4344,3.7117,3.0842,3.5847,2.6081,-242.625,2009.37,2009.344,3X,911,,30.5,-4.0386472,60.3518389
12.1553,-0.0021,2.3,109.5,223.8655,78.8952,0.4268,3.8543,3.1523,3.3183,2.6603,-239.625,2009.37,2009.4964,3X,911,,30.5,-4.0386472,60.3518389
12.1028,-0.0028,2.2964,106,225.9134,76.8712,0.4302,3.8491,3.1876,3.1238,2.7043,-240.0625,2009.37,2009.6488,3X,911,,30.5,-4.0386472,60.3518389
12.1167,-0.0033,2.3012,103.05,228.3555,76.104,0.3963,3.8928,3.1929,2.8101,2.6987,-240.6875,2009.37,2009.8012,3X,911,,30.5,-4.0386472,60.3518389
11.9703,-0.0097,2.2944,106.3,223.3602,79.3696,0.364,3.1095,3.0117,2.2708,2.5188,-243.1875,2011.63,2011.1728,5X,202,,28.8,-4.0386472,60.3518389
11.9876,-0.0111,2.3067,105.55,214.1693,80.2648,0.4074,3.2164,3.0611,3.2817,2.547,-243.5,2011.63,2011.3252,5X,202,,28.8,-4.0386472,60.3518389
11.9748,-0.0095,2.2973,105.7,215.0931,81.5983,0.414,3.3198,3.2465,3.1315,2.7108,-241.875,2011.63,2011.4776,5X,202,,28.8,-4.0386472,60.3518389
11.9675,-0.0126,2.2744,105.85,219.7586,76.5553,0.3987,3.2508,3.2419,3.0929,2.7244,-241.625,2011.63,2011.63,5X,202,,28.8,-4.0386472,60.3518389
11.9825,-0.0124,2.262,105.9,215.6468,78.4735,0.3522,3.2523,3.1865,2.5876,2.7027,-240.5625,2011.72,2011.7824,494Y,1246,,30.7,-4.0386472,60.3518389
12.0043,-0.0108,2.2792,106.65,216.0187,76.6279,0.3606,3.3751,3.2774,2.9966,2.7746,-240.6875,2011.72,2011.9348,494Y,1246,,30.7,-4.0386472,60.3518389
12.0031,-0.006,2.3085,106.5,220.7275,83.5814,0.4003,3.5698,3.3914,3.4695,2.8809,-241.6875,2012.33,2012.0872,6X,498,,31.8,-4.0386472,60.3518389
11.9997,-0.0014,2.3248,106.8,219.7446,80.7681,0.4169,3.5733,3.371,3.2664,2.8698,-242.5,2012.33,2012.2396,6X,498,,31.8,-4.0386472,60.3518389
11.9924,0.0036,2.3333,108.2,227.8851,85.3459,0.4031,3.4573,3.3548,3.1151,2.8756,-241.625,2012.33,2012.392,6X,498,,31.8,-4.0386472,60.3518389
12.0057,0.0036,2.3265,107.7,230.0528,85.2264,0.3917,3.431,3.4458,3.3218,2.9395,-240.4375,2012.7,2012.5444,7X,523,,31.7,-4.0386472,60.3518389
12.0015,0.0033,2.3303,107.6,230.3749,81.6459,0.3863,3.5352,3.5238,3.5198,3.0056,-244.75,2012.7,2012.6968,7X,523,,31.7,-4.0386472,60.3518389
11.9914,-0.0032,2.3233,107.5,230.8952,80.1079,0.3945,3.661,3.5439,3.4853,3.0118,-242.9375,2012.7,2012.8492,7X,523,,31.7,-4.0386472,60.3518389
11.9766,-0.0083,2.3247,107.5,228.5759,79.7955,0.3887,3.7416,3.662,3.607,3.098,-242.9375,2013.07,2013.0016,8X,136,,31.8,-4.0386472,60.3518389
11.9831,-0.0115,2.3237,106,227.6613,80.6906,0.3901,3.6047,3.6035,3.5529,2.9621,-243.0625,2013.07,2013.154,8X,136,,31.8,-4.0386472,60.3518389
11.9815,-0.0134,2.3208,104.9,224.6568,81.4985,0.4096,3.456,3.6096,3.4398,2.8942,-244.0625,2013.07,2013.3064,8X,136,,31.8,-4.0386472,60.3518389
11.9721,-0.0157,2.3016,105.35,218.7695,79.5803,0.4001,3.1758,3.6012,2.9855,2.9091,-245.25,2013.07,2013.4588,8X,136,,31.8,-4.0386472,60.3518389
11.9773,-0.0139,2.2555,105.25,215.7899,79.0197,0.3694,3.2469,3.7513,2.7703,2.9753,-242.625,2014.25,2013.7636,18,680,,29.9,-4.0386472,60.3518389
11.9721,-0.0137,2.2572,105.9,213.8623,77.4852,0.3667,3.3447,3.8095,3.204,3.0154,-243.625,2014.25,2013.916,18,680,,29.9,-4.0386472,60.3518389
11.9773,-0.0132,2.2702,106.3,215.4268,77.6511,0.385,3.3626,3.6707,2.9661,2.9367,-245.25,2014.25,2014.0684,18,680,,29.9,-4.0386472,60.3518389
11.9748,-0.0097,2.2843,106.2,218.0357,77.0237,0.3787,3.2936,3.5664,2.7849,2.8795,-246.0625,2014.25,2014.2208,18,680,,29.9,-4.0386472,60.3518389
11.9914,-0.0118,2.2808,106,218.1505,78.5582,0.3773,3.3626,3.4612,3.1409,2.8183,-242.375,2014.45,2014.3732,10X,155,,31.7,-4.0386472,60.3518389
11.9886,-0.0099,2.2908,106,221.1267,80.3756,0.3564,3.3613,3.5439,3.2722,2.9182,-241.8125,2014.45,2014.5256,10X,155,,31.7,-4.0386472,60.3518389
11.9979,-0.002,2.2875,105.2,224.2729,80.3756,0.338,3.3644,3.6639,3.5162,3.0422,-239.875,2014.85,2014.678,12X,162,,30.9,-4.0386472,60.3518389
12.0531,0.0133,2.3029,104.3,225.102,82.6472,0.3491,3.3615,3.6663,3.5173,3.0313,-240.25,2014.85,2014.8304,12X,162,,30.9,-4.0386472,60.3518389
12.1304,0.0134,2.3039,103.9,226.5569,80.6172,0.4031,3.4666,3.5334,2.8701,2.9708,-241.3125,2015.08,2014.9828,501Y,283,,29.5,-4.0386472,60.3518389
12.1675,0.0146,2.3187,103.3,219.5712,82.0238,0.402,3.498,3.3924,2.9122,2.8572,-241.4375,2015.08,2015.1352,501Y,283,,29.5,-4.0386472,60.3518389
12.0854,0.0235,2.316,103.15,223.9041,81.3308,0.4272,3.6274,2.965,1.0109,2.5154,-240.9375,2015.38,2015.2876,13X,17,,27.7,-4.0386472,60.3518389
11.9895,0.0248,2.2816,106.3,223.8372,78.1561,0.4185,3.8497,2.8109,0.4921,2.3823,-240.625,2015.38,2015.44,13X,17,,27.7,-4.0386472,60.3518389
12.3072,0.0121,2.2005,107.1,223.6477,75.3699,0.4486,4.3228,2.7603,0.4024,2.36,-243.4375,2015.53,2015.5924,14X,625,,28.2,-4.0386472,60.3518389
12.8621,0.0156,2.159,107.1,237.736,71.1989,0.4602,4.6215,2.5801,1.8394,2.209,-244.1875,2015.95,2015.7448,15X,43,,28.3,-4.0386472,60.3518389
13.2985,0.0208,2.1297,110.85,239.5616,74.8038,0.4426,4.6259,2.3613,1.2915,2.0454,-245.6875,2015.95,2015.8972,15X,43,,28.3,-4.0386472,60.3518389
12.8654,0.017,2.1587,111.45,238.1419,75.6719,0.4614,4.039,2.4112,0.449,2.126,-246.4375,2015.95,2016.0496,15X,43,,28.3,-4.0386472,60.3518389
12.7046,0.0083,2.1947,113.7,236.6461,78.7476,0.4545,3.6238,2.5524,0.3683,2.2824,-248.5625,2015.95,2016.202,15X,43,,28.3,-4.0386472,60.3518389
12.4885,0.0091,2.2577,112.65,222.0298,76.1679,0.4852,3.3126,2.6763,1.0462,2.3862,-246.0625,2015.95,2016.3544,15X,43,,28.3,-4.0386472,60.3518389
12.4867,0.0068,2.2831,108.1,218.7337,77.9582,0.4671,3.3413,2.7764,0.8716,2.476,-242.75,2016.93,2016.5068,16X,986,,30.4,-4.0386472,60.3518389
12.5609,0.0016,2.3015,104.15,201.1638,78.1532,0.4371,3.5099,3.0741,2.9095,2.7466,-239.375,2016.93,2016.6592,16X,986,,30.4,-4.0386472,60.3518389
12.904,0.0011,2.314,104.6,194.5377,79.7099,0.4062,3.4465,3.0244,3.0363,2.7296,-242.125,2016.93,2016.8116,16X,986,,30.4,-4.0386472,60.3518389
12.992,0.0011,2.3142,104.8,200.9809,76.1927,0.376,3.4655,2.9291,3.2194,2.6588,-242.9375,2016.93,2016.964,16X,986,,30.4,-4.0386472,60.3518389
12.8042,-0.0067,2.3075,104.65,202.1909,72.9569,0.3746,3.2643,3.0101,2.9868,2.7021,-249.125,2016.93,2017.1164,16X,986,,30.4,-4.0386472,60.3518389
12.1351,-0.0085,2.301,104.1,204.1519,70.2715,0.3619,3.3721,3.0703,3.2448,2.7204,-250.5,2016.93,2017.2688,16X,986,,30.4,-4.0386472,60.3518389
11.9834,-0.0067,2.312,104.85,202.8611,69.9524,0.396,3.0557,3.1301,2.1393,2.7501,-249.625,2016.93,2017.4212,16X,986,,30.4,-4.0386472,60.3518389
11.9721,-0.008,2.2223,105.9,211.9597,59.6274,0.3474,2.9984,3.7271,1.5116,3.3849,-245.625,2018.53,2018.0308,19,980,,29.8,-4.0386472,60.3518389
11.986,-0.0048,2.2544,108.35,212.6682,63.6181,0.3607,3.3521,3.6737,1.6827,3.4445,-242.6875,2018.53,2018.1832,19,980,,29.8,-4.0386472,60.3518389
12.1454,0.0034,2.2953,108.35,217.9222,67.4355,0.4139,3.8949,3.5956,2.5929,3.4418,-245.1875,2018.53,2018.3356,19,980,,29.8,-4.0386472,60.3518389
12.2181,0.012,2.3172,108,219.6619,72.4227,0.4209,4.0579,3.5633,2.9487,3.4486,-247.625,2018.53,2018.488,19,980,,29.8,-4.0386472,60.3518389
12.3857,0.012,2.3121,108.65,224.7401,77.9332,0.4646,4.0745,3.4901,3.4578,3.4197,-246.3125,2018.53,2018.6404,19,980,,29.8,-4.0386472,60.3518389
12.3839,0.0083,2.3111,108.5,235.8425,78.8875,0.4132,3.9173,3.5027,3.4258,3.4306,-245.1875,2018.53,2018.7928,19,980,,29.8,-4.0386472,60.3518389
12.5426,0.0144,2.3237,106.3,238.4771,76.0742,0.4331,3.5395,3.6905,3.2633,3.6058,-247.5,2018.53,2018.9452,19,980,,29.8,-4.0386472,60.3518389
11.9748,-0.0184,2.1556,108.6,214.5111,54.4808,0.323,2.7566,8.7834,1.4266,7.2275,-240.5,2026.15,2025.6508,23,785,,31.1,-4.0386472,60.3518389
11.9799,-0.0179,2.1716,108.8,213.2139,54.1169,0.3243,2.795,8.2424,1.4731,6.8969,-239.4375,2026.15,2025.8032,23,785,,31.1,-4.0386472,60.3518389
11.9849,-0.0131,2.1963,108.4,216.4706,53.8605,0.3494,3.0149,8.1135,1.7098,6.8282,-238.75,2026.15,2025.9556,23,785,,31.1,-4.0386472,60.3518389
11.9679,-0.0127,2.209,107.2,214.0638,55.8874,0.3406,3.0504,8.3886,1.5654,7.0045,-237,2026.15,2026.108,23,785,,31.1,-4.0386472,60.3518389
11.9748,-0.014,2.2071,106.8,212.8847,57.4235,0.3559,2.9299,10.465,1.9793,8.2572,-234.6875,2026.15,2026.2604,23,785,,31.1,-4.0386472,60.3518389
11.9922,-0.0177,2.1963,105.5,210.6167,58.1571,0.3553,2.7476,16.0417,2.1749,11.2348,-235.0625,2026.15,2026.4128,23,785,,31.1,-4.0386472,60.3518389
11.9679,-0.0188,2.1867,105.45,217.3717,54.8146,0.3688,2.6272,22.1437,1.5553,13.9117,-233.5625,2026.15,2026.5652,23,785,,31.1,-4.0386472,60.3518389
11.9776,-0.0227,2.1918,104.5,198.5573,55.8056,0.317,2.7064,8.3572,1.4546,6.1583,-236,2028.33,2027.9368,27,709,648,29.2,-4.0386472,60.3518389
11.9776,-0.0218,2.2008,104.65,192.1413,56.8603,0.3363,2.6472,5.519,1.4654,4.3413,-233.5,2028.33,2028.0892,27,709,648,29.2,-4.0386472,60.3518389
11.9757,-0.0195,2.2018,106.2,200.391,56.6261,0.3245,2.7945,4.8051,1.466,3.9394,-235.375,2028.33,2028.2416,27,709,648,29.2,-4.0386472,60.3518389
12.0025,-0.016,2.2098,106.95,204.972,64.1708,0.3509,3.1396,4.384,1.4596,3.7073,-236.625,2028.33,2028.394,27,709,648,29.2,-4.0386472,60.3518389
12.1821,-0.0117,2.2357,107.2,208.8982,66.5343,0.3598,3.5475,4.4437,2.8574,3.7645,-236.5625,2028.33,2028.5464,27,709,648,29.2,-4.0386472,60.3518389
12.3444,-0.0069,2.2677,107.3,213.8723,71.4949,0.3813,3.571,4.1592,2.9508,3.5214,-235.75,2028.33,2028.6988,27,709,648,29.2,-4.0386472,60.3518389
11.9776,-0.0086,2.1801,113.9,231.5235,54.1901,0.3504,2.8881,5.7538,1.5175,4.6469,-230.1875,2034.03,2033.5756,28,1067,,30.4,-4.0386472,60.3518389
11.9757,-0.01,2.1307,116.3,239.2365,54.4337,0.3966,2.6267,5.5802,1.4674,4.5999,-232,2034.03,2033.728,28,1067,,30.4,-4.0386472,60.3518389
11.9876,-0.0192,2.0279,123.4,247.6913,55.7671,0.4322,2.6114,5.3886,1.314,4.4766,-233.375,2034.03,2033.8804,28,1067,,30.4,-4.0386472,60.3518389
11.9876,-0.0214,2.0027,129.35,236.8543,61.1145,0.4558,2.5514,4.9334,1.3063,4.1683,-233.9375,2034.03,2034.0328,28,1067,,30.4,-4.0386472,60.3518389
11.9714,-0.0195,2.0503,131.3,225.4322,60.6568,0.4246,2.8726,4.7692,1.9697,4.0537,-234.375,2034.03,2034.1852,28,1067,,30.4,-4.0386472,60.3518389
11.9803,-0.0104,2.1695,125.15,219.7107,59.101,0.3716,2.899,4.9715,1.6274,4.217,-232.625,2034.03,2034.3376,28,1067,,30.4,-4.0386472,60.3518389
11.9932,-0.0108,2.2359,114.2,198.2196,59.3802,0.3447,3.0516,5.0427,2.5537,4.3101,-231.8125,2034.03,2034.49,28,1067,,30.4,-4.0386472,60.3518389
11.9776,-0.0078,2.288,104.4,220.6684,72.7428,0.42,3.3165,3.947,2.8293,3.8552,-233.6875,2040.28,2039.824,36,23,12,24.9,-4.0386472,60.3518389
11.9731,-0.0067,2.2987,104.5,227.667,73.0766,0.4165,3.3327,4.3706,3.0165,4.1954,-234.4375,2040.28,2039.9764,36,23,12,24.9,-4.0386472,60.3518389
11.9876,-0.0094,2.2839,105.6,228.779,69.1609,0.3991,3.1923,4.7469,2.9483,4.4818,-236.625,2040.28,2040.1288,36,23,12,24.9,-4.0386472,60.3518389
11.9731,-0.0135,2.2382,107.2,231.0519,59.3636,0.3759,2.9209,5.1109,2.5493,4.6735,-237.5,2040.28,2040.2812,36,23,12,24.9,-4.0386472,60.3518389
11.9748,-0.0163,2.198,107.2,228.5495,55.936,0.3484,2.7247,5.5707,1.4004,4.8806,-238.1875,2040.28,2040.4336,36,23,12,24.9,-4.0386472,60.3518389
11.9776,-0.0189,2.1717,107.6,227.5169,53.7202,0.3594,2.6714,5.5457,1.3609,4.7175,-239.125,2040.28,2040.586,36,23,12,24.9,-4.0386472,60.3518389
11.9825,-0.0176,2.1735,107.65,217.5638,56.2587,0.3594,2.743,5.1571,1.3622,4.3569,-241.375,2040.28,2040.7384,36,23,12,24.9,-4.0386472,60.3518389
11.9831,-0.0101,2.3013,106.3,216.329,68.7821,0.3726,3.2901,3.4966,3.2245,3.1673,-236.5,2041.88,2041.5004,545Y,39,,25.2,-4.0386472,60.3518389
