CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RACH,RDEP,RLA2,RLA4,RMED,RMIC,RPCH,RSHAL,SP,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
12.2973,-0.0063,2.2244,98.9295,182.294,50.1535,0.2576,1.8697,2.0553,2.1649,1.6638,2.0865,1.9423,0.6588,2.0218,1.2467,21.9602,2193.86,2193.8484,212,890,,28.3,-4.1381753,60.3443039
12.2973,-0.0064,2.2089,98.2171,181.357,45.6473,0.2578,1.9146,2.0636,2.1184,1.6449,2.0294,1.8979,0.6008,2.0207,1.2324,22.3675,2194.03,2194.0008,213,1051,622,28.5,-4.1381753,60.3443039
12.2412,-0.0064,2.2183,98.1634,179.503,47.6042,0.2523,1.9562,2.0687,2.1662,1.7034,2.0867,1.9519,0.5907,2.0813,1.2267,22.8488,2194.25,2194.1532,214,1017,,28.7,-4.1381753,60.3443039
12.2524,-0.0063,2.2187,97.8198,178.002,49.3487,0.2451,1.9557,2.1173,2.2299,1.7633,2.1605,2.0534,0.5934,2.0547,1.2447,23.108,2194.25,2194.3056,214,1017,,28.7,-4.1381753,60.3443039
12.2299,-0.0054,2.2247,97.6994,177.084,51.8894,0.2482,1.9437,2.1451,2.249,1.7539,2.1593,2.072,0.601,2.0541,1.3429,23.3137,2194.48,2194.458,215,1269,,28.5,-4.1381753,60.3443039
12.2374,-0.0044,2.2421,97.8361,176.137,52.4018,0.2607,1.9046,2.1462,2.1836,1.7106,2.0905,1.9856,0.6073,2.0843,1.3255,23.6042,2194.48,2194.6104,215,1269,,28.5,-4.1381753,60.3443039
12.2524,-0.0039,2.2264,99.3351,177.199,51.873,0.2754,1.9578,2.1445,2.1254,1.6688,2.0231,1.92,0.6017,2.1144,1.1988,23.6227,2195.04,2194.7628,217,1086,1104,27.8,-4.1381753,60.3443039
12.2299,-0.0045,2.2009,100.195,179.938,52.9283,0.2784,2.0457,2.1546,2.2252,1.7426,2.0875,1.9786,0.6319,2.1345,1.3027,23.0768,2195.04,2194.9152,217,1086,1104,27.8,-4.1381753,60.3443039
12.2224,-0.0045,2.2212,99.8789,182.582,54.0732,0.2759,2.0837,2.1876,2.1601,1.7107,2.0673,1.9301,0.6294,2.1045,1.3599,22.8724,2195.04,2195.0676,217,1086,1104,27.8,-4.1381753,60.3443039
12.2299,-0.004,2.2089,99.0321,187.223,56.1319,0.2803,2.0879,2.2163,2.1701,1.7107,2.017,1.9424,0.6101,2.0678,1.3001,22.7689,2195.25,2195.22,218,1162,,27.5,-4.1381753,60.3443039
12.2374,-0.0042,2.2097,98.6229,189.962,60.5594,0.2973,2.0812,2.3831,2.0958,1.5851,1.8893,1.8041,0.6273,2.11,1.3191,22.6146,2195.44,2195.3724,219,1302,,27.9,-4.1381753,60.3443039
12.2599,-0.0061,2.2199,97.5698,191.8,66.5655,0.3056,2.0422,2.4283,2.3623,1.8967,2.3047,1.9654,0.6316,2.4885,1.5932,22.2114,2195.44,2195.5248,219,1302,,27.9,-4.1381753,60.3443039
12.2299,-0.0052,2.2246,97.4726,193.7,71.935,0.3059,2.0522,2.4559,3.3697,2.5239,3.1575,2.821,0.9111,2.7919,1.8634,22.2114,2195.73,2195.6772,220,1751,,27.3,-4.1381753,60.3443039
12.2299,-0.0002,2.3522,97.8158,194.593,71.935,0.2918,2.282,2.4895,3.8089,2.8198,3.5164,3.3115,2.1627,2.8702,2.1904,22.413,2195.73,2195.8296,220,1751,,27.3,-4.1381753,60.3443039
12.2074,0.0004,2.3916,98.4808,193.66,69.3322,0.2813,2.3521,2.4655,3.7341,2.6553,3.4634,3.0327,2.0401,2.7802,2.0314,22.5983,2195.96,2195.982,221,881,511,26.5,-4.1381753,60.3443039
12.2074,0.0004,2.3584,99.3585,192.178,62.0279,0.2792,2.4468,2.3534,3.0185,2.224,2.6081,2.5268,1.0583,2.2617,1.6918,22.9289,2196.22,2196.1344,222,1756,,27.4,-4.1381753,60.3443039
12.185,-0.0036,2.2532,99.7982,187.899,57.9972,0.2837,2.4151,2.2977,2.4725,1.6854,2.0722,1.8807,0.6629,2.0691,1.4394,23.6866,2196.22,2196.2868,222,1756,,27.4,-4.1381753,60.3443039
12.1925,-0.0074,2.1916,99.9771,185.248,54.364,0.2901,2.3379,2.1892,2.0603,1.6572,1.9337,1.8308,0.6101,1.9635,1.384,25.1635,2196.5,2196.4392,223,709,,24.9,-4.1381753,60.3443039
12.185,-0.0057,2.1983,98.7398,183.298,52.047,0.2931,2.2394,2.1376,2.0814,1.6952,1.9797,1.8759,0.6045,1.9914,1.3707,26.7125,2196.5,2196.5916,223,709,,24.9,-4.1381753,60.3443039
12.185,-0.0037,2.2008,98.7022,179.308,52.1826,0.2845,2.232,2.1005,2.1549,1.7436,2.0386,1.9423,0.6076,2.0381,1.3708,27.2517,2196.71,2196.744,224,913,,25.6,-4.1381753,60.3443039
12.185,-0.0027,2.2075,98.3786,176.388,48.8561,0.2709,2.2112,2.0897,2.2007,1.7754,2.0773,1.9788,0.6073,2.0396,1.3395,27.7245,2197.04,2196.8964,225,1589,1164,26,-4.1381753,60.3443039
12.1925,-0.0033,2.2027,98.4559,175.521,50.2204,0.2624,2.1828,2.0714,2.2058,1.7837,2.0821,2.0143,0.6038,2.0443,1.4094,28.1299,2197.04,2197.0488,225,1589,1164,26,-4.1381753,60.3443039
12.2074,-0.0049,2.1737,98.5753,175.364,48.4971,0.2601,2.2197,2.0706,2.1778,1.711,2.0461,1.9699,0.6046,2.0145,1.3086,28.3338,2197.25,2197.2012,226,745,,25.8,-4.1381753,60.3443039
12.185,-0.0053,2.2018,98.1681,175.433,52.1595,0.2649,2.2069,2.0674,2.1181,1.6953,2.0329,1.9453,0.6074,1.995,1.2444,28.5622,2197.25,2197.3536,226,745,,25.8,-4.1381753,60.3443039
12.185,-0.0053,2.2035,98.3023,175.26,52.2687,0.265,2.2164,2.0654,2.1327,1.7038,2.0728,1.9563,0.6012,2.0138,1.3216,28.4614,2197.49,2197.506,227,773,,27.8,-4.1381753,60.3443039
12.185,-0.0053,2.206,99.1888,174.76,53.992,0.2657,2.216,2.0722,2.1452,1.6954,2.0774,1.9563,0.5908,2.0309,1.3383,28.3606,2197.75,2197.6584,228,786,,26.3,-4.1381753,60.3443039
12.185,-0.0054,2.2067,99.9378,174.989,51.0236,0.2689,2.2444,2.1053,2.1553,1.6711,2.0603,1.9306,0.5935,2.023,1.2492,28.1754,2197.75,2197.8108,228,786,,26.3,-4.1381753,60.3443039
12.185,-0.0054,2.192,100.48,177.561,52.0788,0.2783,2.215,2.1474,2.1137,1.6264,2.0013,1.8624,0.5908,1.9964,1.303,27.7692,2197.75,2197.9632,228,786,,26.3,-4.1381753,60.3443039
12.1962,-0.0049,2.1903,100.39,183.217,53.3491,0.2948,2.2328,2.1905,2.0254,1.5819,1.8709,1.7934,0.5963,2.0186,1.1755,27.0704,2197.75,2198.1156,228,786,,26.3,-4.1381753,60.3443039
12.1925,-0.0049,2.1999,100.005,185.08,55.7452,0.2946,2.2442,2.2051,2.0376,1.6144,1.9053,1.7995,0.6661,2.1282,1.235,26.3513,2198.49,2198.268,231,789,,27.3,-4.1381753,60.3443039
12.185,-0.0037,2.2324,99.3096,183.134,55.0042,0.2897,2.2637,2.2302,2.1588,1.7485,2.08,2.0087,0.7009,2.235,1.35,25.8442,2198.49,2198.4204,231,789,,27.3,-4.1381753,60.3443039
12.1925,-0.0025,2.2194,96.9765,178.509,50.5222,0.2853,2.2631,2.3079,2.3955,1.8552,2.3157,2.1507,0.667,2.239,1.4308,25.4381,2198.49,2198.5728,231,789,,27.3,-4.1381753,60.3443039
12.185,-0.0011,2.204,95.7786,174.014,49.0183,0.2741,2.2728,2.3068,2.482,1.9296,2.3699,2.2062,0.648,2.3339,1.4725,25.538,2198.49,2198.7252,231,789,,27.3,-4.1381753,60.3443039
12.2074,-0.0005,2.245,96.6049,171.913,48.9125,0.2634,2.3024,2.3259,2.4416,1.8632,2.2936,2.1569,0.679,2.4023,1.4253,25.7435,2198.49,2198.8776,231,789,,27.3,-4.1381753,60.3443039
12.2,-0.0005,2.2473,96.6686,172.343,50.6147,0.2435,2.2328,2.3365,2.3576,1.7952,2.1828,2.069,0.7056,2.3474,1.371,25.9475,2199.52,2199.03,235,1410,,27.9,-4.1381753,60.3443039
12.2,-0.0007,2.2214,97.3637,171.542,52.5666,0.2404,2.2312,2.3371,2.3107,1.7953,2.2037,2.0608,0.6913,2.2362,1.3336,26.0328,2199.52,2199.1824,235,1410,,27.9,-4.1381753,60.3443039
12.2224,-0.0022,2.2272,97.6953,171.825,50.7707,0.2529,2.1985,2.3159,2.3602,1.8377,2.2528,2.1395,0.6799,2.2185,1.3712,25.8427,2199.52,2199.3348,235,1410,,27.9,-4.1381753,60.3443039
12.2224,-0.0026,2.2451,96.3641,172.907,52.5977,0.2772,2.1922,2.2668,2.4252,1.8639,2.2739,2.1662,0.6523,2.2145,1.4098,25.7432,2199.52,2199.4872,235,1410,,27.9,-4.1381753,60.3443039
12.2374,-0.0031,2.2351,96.9144,174.683,53.1419,0.2753,2.2193,2.258,2.4455,1.8473,2.2604,2.1291,0.6534,2.1579,1.384,26.2716,2199.52,2199.6396,235,1410,,27.9,-4.1381753,60.3443039
12.2074,-0.0041,2.262,98.3776,176.982,56.9124,0.2669,2.2387,2.2695,2.2726,1.7808,2.1835,2.0608,1.0006,2.0876,1.3463,27.2843,2199.52,2199.792,235,1410,,27.9,-4.1381753,60.3443039
12.2,-0.0047,2.2828,100.515,181.558,60.7234,0.2649,2.3186,2.2489,2.1486,1.6728,2.0225,1.8802,1.0006,2.1511,1.2915,27.9949,2199.52,2199.9444,235,1410,,27.9,-4.1381753,60.3443039
12.2074,0.0039,2.2344,99.8745,195.397,67.9194,0.2725,2.3902,2.3013,2.0323,1.6771,1.9383,1.8608,0.635,1.946,1.4624,29.0959,2201.12,2200.7064,241,1.7,0.86,20.2,-4.1381753,60.3443039
12.2074,0.0057,2.2001,100.252,195.43,72.3642,0.2694,2.3506,2.3288,2.2649,1.9247,2.1898,2.0201,0.6163,2.1145,1.5887,28.5692,2201.12,2200.8588,241,1.7,0.86,20.2,-4.1381753,60.3443039
12.2074,0.0055,2.2125,102.091,195.614,78.0749,0.271,2.4228,2.3553,2.6719,2.2358,2.5575,2.4481,1.0018,2.3305,1.6868,28.013,2201.12,2201.0112,241,1.7,0.86,20.2,-4.1381753,60.3443039
12.2074,0.0031,2.3146,102.344,196.619,80.2832,0.2916,2.5205,2.4683,2.9146,2.4892,2.8466,2.7737,1.8727,2.596,1.7101,27.1045,2201.12,2201.1636,241,1.7,0.86,20.2,-4.1381753,60.3443039
12.2187,0.0007,2.3462,101.745,197.292,79.6,0.3017,2.6138,2.5086,2.8726,2.3551,2.7556,2.6797,1.5459,2.5796,1.7804,26.6178,2201.29,2201.316,242,19,,22.5,-4.1381753,60.3443039
12.2074,0.0005,2.3283,102.277,199.284,76.616,0.3001,2.6332,2.5544,2.583,2.1973,2.5398,2.4092,1.2648,2.4786,1.761,26.2632,2201.29,2201.4684,242,19,,22.5,-4.1381753,60.3443039
12.2187,0.0005,2.2994,102.018,202.905,74.0552,0.2763,2.6727,2.5838,2.3697,2.0416,2.3697,2.2583,1.4571,2.3751,1.7529,26.5251,2201.75,2201.6208,244,3.7,,20.8,-4.1381753,60.3443039
12.2149,-0.0016,2.3328,101.242,204.475,70.7693,0.2683,2.7477,2.6031,2.5018,2.1984,2.4478,2.3403,1.588,2.3531,1.7789,27.2737,2201.75,2201.7732,244,3.7,,20.8,-4.1381753,60.3443039
12.2374,-0.0021,2.3499,102.305,204.601,73.9671,0.2763,2.7999,2.6196,2.7345,2.3694,2.6664,2.5903,1.3458,2.4662,1.8415,27.2749,2202.05,2201.9256,245,95,0.18,25.9,-4.1381753,60.3443039
12.2524,-0.0036,2.3878,103.348,204.767,77.6722,0.2916,2.8314,2.6772,2.892,2.4936,2.8975,2.7893,1.6365,2.5801,2.0281,27.2761,2202.05,2202.078,245,95,0.18,25.9,-4.1381753,60.3443039
12.2299,-0.0043,2.3514,104.36,205.354,80.1528,0.3167,2.8007,2.7288,2.9797,2.6327,3.0001,2.9143,2.1961,2.5926,2.1262,27.6259,2202.26,2202.2304,246,347,,26.4,-4.1381753,60.3443039
12.2412,-0.0057,2.3867,105.203,206.982,79.8333,0.3178,2.7104,2.739,2.9128,2.572,2.9128,2.8489,1.6195,2.5755,2.1156,28.437,2202.48,2202.3828,247,3.3,,21.9,-4.1381753,60.3443039
12.2299,-0.006,2.315,105.757,208.284,79.5829,0.306,2.5888,2.7441,2.7747,2.4545,2.7747,2.7007,1.1979,2.5275,2.0117,29.299,2202.48,2202.5352,247,3.3,,21.9,-4.1381753,60.3443039
12.2074,-0.0007,2.2903,106.002,210.601,83.458,0.3022,2.5682,2.7321,2.9394,2.6035,2.9394,2.9394,1.485,2.432,2.1281,30.0233,2202.48,2202.6876,247,3.3,,21.9,-4.1381753,60.3443039
12.2149,0.0003,2.2964,106.503,213.131,80.5798,0.3142,2.5776,2.7116,3.0084,2.6885,3.0084,3.0084,1.1546,2.3783,2.179,31.4354,2202.48,2202.84,247,3.3,,21.9,-4.1381753,60.3443039
12.2412,0.0006,2.3248,105.91,214.239,77.4427,0.3145,2.5456,2.7053,2.9005,2.6568,2.9005,2.9005,1.4116,2.4047,2.1736,32.6397,2203.25,2202.9924,250,12,,23.8,-4.1381753,60.3443039
12.2149,0.0002,2.2999,103.585,213.89,73.766,0.3131,2.5279,2.7069,2.7465,2.5359,2.7465,2.7465,1.2462,2.464,2.0695,33.5518,2203.25,2203.1448,250,12,,23.8,-4.1381753,60.3443039
12.2074,0.0002,2.28,100.917,211.238,73.9188,0.3072,2.5878,2.774,2.6619,2.4492,2.6619,2.6619,1.6592,2.4543,1.9821,34.1618,2203.25,2203.2972,250,12,,23.8,-4.1381753,60.3443039
12.2074,-0.0011,2.324,99.8034,208.141,71.5724,0.2998,2.6277,2.7762,2.8325,2.6104,2.8325,2.8325,2.1744,2.4906,2.0517,34.3689,2203.5,2203.4496,251,0.21,,18.2,-4.1381753,60.3443039
12.2074,-0.0014,2.3207,100.171,204.731,73.8292,0.2988,2.6575,2.8057,3.052,2.7807,3.052,3.052,1.7182,2.6525,2.1496,34.4457,2203.5,2203.602,251,0.21,,18.2,-4.1381753,60.3443039
12.2074,-0.0009,2.3021,100.779,199.241,73.935,0.3004,2.6642,2.8361,2.6841,2.5295,2.6841,2.6841,2.035,2.6998,2.1201,34.312,2203.75,2203.7544,252,691,,25.5,-4.1381753,60.3443039
12.2,0,2.272,100.201,197.682,74.9052,0.3018,2.5859,2.8945,2.5861,2.4883,2.5861,2.5861,1.549,2.6525,1.9755,33.7034,2204.03,2203.9068,253,1103,881,25.7,-4.1381753,60.3443039
12.2074,-0.0018,2.2615,100.74,200.199,71.4577,0.3038,2.4824,2.9116,2.9238,2.6929,2.9238,2.9238,1.4368,2.6636,2.2053,33.2397,2204.03,2204.0592,253,1103,881,25.7,-4.1381753,60.3443039
12.2074,-0.0043,2.2628,103.22,200.505,74.8452,0.3051,2.4168,2.9321,2.8298,2.5663,2.8298,2.8298,1.517,2.6979,2.0824,33.0393,2204.25,2204.2116,254,1225,,26.2,-4.1381753,60.3443039
12.2074,-0.0056,2.1863,104.33,205.275,79.8286,0.3089,2.421,2.9363,2.6615,2.5158,2.6615,2.6615,1.3431,2.6668,2.1595,32.8389,2204.25,2204.364,254,1225,,26.2,-4.1381753,60.3443039
12.1962,-0.0061,2.2668,104.097,206.776,85.437,0.322,2.4304,2.92,3.0249,2.8241,3.0249,3.0249,1.6486,2.6922,2.3917,32.7393,2204.52,2204.5164,255,1240,,26.4,-4.1381753,60.3443039
12.2,-0.0061,2.314,103.247,207.529,85.7562,0.3411,2.5018,2.9067,3.3408,3.0267,3.3408,3.2294,2.3378,2.7464,2.453,32.4768,2204.75,2204.6688,256,1266,,26.5,-4.1381753,60.3443039
12.2149,-0.0044,2.327,102.35,208.386,87.7691,0.3369,2.572,2.8965,3.3524,3.0114,3.3524,3.2741,2.5896,2.7237,2.5094,32.2378,2204.75,2204.8212,256,1266,,26.5,-4.1381753,60.3443039
12.2149,-0.0019,2.3407,100.818,208.194,86.3929,0.3093,2.6392,2.8777,3.2517,2.9158,3.2517,3.1728,2.9648,2.7001,2.5515,32.0374,2205.03,2204.9736,257,1213,,26.3,-4.1381753,60.3443039
