CALI,DENC,DENS,DTC,DTS,DTS1,DTS2,GR,NEUT,PEF,RDEP,RMIC,RSHAL,SP,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
12.2828,-0.0162,2.2562,89.235,171.9621,203.3635,214.9872,56.4388,0.3039,2.8628,38.137,1.784,19.2998,92.9375,2420.05,2420.0876,82,331,,25.7,-4.0429056,60.4264917
12.2887,-0.0166,2.2585,88.7579,169.4653,203.3635,211.2821,55.3946,0.321,2.7769,37.8838,1.8365,19.1784,92.9375,2420.3,2420.24,83,270,,24.8,-4.0429056,60.4264917
12.2836,-0.0151,2.2684,88.0862,169.7451,203.3635,208.5638,55.125,0.3231,2.7439,36.7291,1.8194,18.494,94.875,2420.3,2420.3924,83,270,,24.8,-4.0429056,60.4264917
12.2939,-0.016,2.2688,87.3316,177.1563,203.3635,208.5867,56.2353,0.3175,2.7732,28.6665,1.8139,15.7376,95.3125,2420.55,2420.5448,84,475,,25.3,-4.0429056,60.4264917
12.5063,-0.0207,2.2708,85.4738,177.4925,203.0528,211.9281,52.6846,0.3208,2.7937,23.5577,1.7041,14.0402,93.8125,2420.55,2420.6972,84,475,,25.3,-4.0429056,60.4264917
12.092,-0.0206,2.2632,85.9073,173.5824,203.6742,208.7028,54.2271,0.3116,2.7994,19.1234,1.7546,12.1024,93.5625,2420.8500000000004,2420.8496,85,434,376,25.3,-4.0429056,60.4264917
12.5102,-0.0198,2.2577,85.9487,171.579,203.0528,208.3743,53.5941,0.3205,2.775,14.3829,1.77,9.8205,95.3125,2421.05,2421.002,86,549,,25.6,-4.0429056,60.4264917
12.2917,-0.0236,2.2438,90.2576,174.3376,203.3635,211.974,51.5545,0.3162,2.8104,12.3073,1.7652,8.5886,94.4375,2421.05,2421.1544,86,549,,25.6,-4.0429056,60.4264917
12.0987,-0.0247,2.246,89.1413,175.4835,203.6742,212.1875,57.2378,0.3187,2.8969,10.7401,1.7916,7.5465,94.875,2421.3,2421.3068,87,601,,25.7,-4.0429056,60.4264917
12.2946,-0.0219,2.2691,90.6338,172.844,203.3635,211.3677,59.9577,0.3009,3.0435,11.901,1.9195,7.9309,94,2421.4900000000002,2421.4592,88,434,,25.5,-4.0429056,60.4264917
12.2976,-0.0207,2.2881,91.4859,177.1526,203.3635,212.0924,60.0198,0.2884,3.2178,12.688,1.9462,8.2486,94.125,2421.4900000000002,2421.6116,88,434,,25.5,-4.0429056,60.4264917
12.3293,-0.0179,2.3089,92.7322,180.9087,203.3635,207.6762,64.2589,0.3132,3.2512,14.1339,2.359,8.831,94.625,2421.8300000000004,2421.764,89,0.65,0.19,35,-4.0429056,60.4264917
12.3741,-0.0134,2.3184,92.1603,181.2355,203.3635,210.7443,63.328,0.3249,3.0991,17.1714,2.4977,10.2651,94.0625,2421.8300000000004,2421.9164,89,0.65,0.19,35,-4.0429056,60.4264917
12.4267,-0.0152,2.2977,92.745,179.8717,203.0528,206.4459,57.0866,0.3402,2.8931,11.0592,2.1017,7.2845,94.875,2422.05,2422.0688,90,0.28,,32.6,-4.0429056,60.4264917
12.2843,-0.0143,2.2782,88.5648,172.4334,203.3635,206.4531,56.2814,0.3218,2.7856,8.4777,1.9169,5.9217,94.4375,2422.3,2422.2212,91,646,,26.2,-4.0429056,60.4264917
12.2816,-0.0169,2.2603,87.3707,172.6718,203.3635,206.3479,55.0012,0.3188,2.8231,7.9962,2.0723,5.6345,94.625,2422.3,2422.3736,91,646,,26.2,-4.0429056,60.4264917
12.2858,-0.0212,2.2642,86.8215,170.8127,203.3635,207.7953,56.0668,0.3237,2.8884,6.6788,2.1221,4.8302,95.125,2422.55,2422.526,92,538,,25.2,-4.0429056,60.4264917
12.283,-0.0233,2.2591,87.4564,172.3519,203.3635,207.9168,57.2748,0.328,2.9355,4.6609,2.872,3.468,96.625,2422.55,2422.6784,92,538,,25.2,-4.0429056,60.4264917
12.2836,-0.026,2.2518,88.2938,173.2671,203.3635,211.6206,56.765,0.3416,2.9447,4.0261,2.3731,3.0534,95.0625,2422.8300000000004,2422.8308,93,963,484,26,-4.0429056,60.4264917
12.4942,-0.0276,2.2463,89.7971,176.9668,203.0528,207.2701,59.1146,0.3223,2.8943,4.0229,2.5576,3.0604,95.375,2423.05,2422.9832,94,1155,,26.5,-4.0429056,60.4264917
12.0798,-0.0259,2.2441,91.0281,181.6001,203.6742,207.6737,55.1135,0.3278,2.8715,4.0278,2.7254,3.0702,96.75,2423.05,2423.1356,94,1155,,26.5,-4.0429056,60.4264917
12.492,-0.0278,2.242,92.0485,179.8779,203.0528,210.9445,51.3643,0.3229,2.8537,4.129,2.4931,3.124,97.1875,2423.3,2423.288,95,747,,26.6,-4.0429056,60.4264917
12.2806,-0.0285,2.2309,92.5318,178.545,203.3635,208.016,49.6782,0.3336,2.8622,3.8018,2.0357,2.8071,97.625,2423.5,2423.4404,96,1013,,25.9,-4.0429056,60.4264917
12.0854,-0.0247,2.2267,92.2294,177.1653,203.6742,207.9281,56.6894,0.3329,2.8319,3.3933,1.8428,2.5368,97.25,2423.5,2423.5928,96,1013,,25.9,-4.0429056,60.4264917
12.2909,-0.0243,2.2308,92.2156,179.2892,203.3635,210.6667,57.8562,0.3325,2.8805,3.2858,1.7405,2.4416,97.5,2423.8,2423.7452,97,786,750,27.8,-4.0429056,60.4264917
12.2968,-0.0257,2.2473,91.579,178.9777,203.3635,208.1707,66.4821,0.3395,3.0096,2.8713,1.7461,2.1417,98.8125,2423.8,2423.8976,97,786,750,27.8,-4.0429056,60.4264917
12.3109,-0.02,2.2738,90.6338,178.8798,203.3635,207.5347,66.0366,0.3507,3.0719,2.7247,2.2417,1.9777,99.625,2423.8,2424.05,97,786,750,27.8,-4.0429056,60.4264917
12.3013,-0.0212,2.2707,91.8018,179.0642,203.3635,207.4281,66.9091,0.342,3.066,2.8621,1.4588,2.0278,100.4375,2424.5,2424.2024,99,113,,23.6,-4.0429056,60.4264917
12.2563,-0.024,2.2444,92.0277,176.3525,203.3635,207.8431,57.6572,0.3414,3.0051,2.9367,1.9724,2.0718,100.5625,2424.5,2424.3548,99,113,,23.6,-4.0429056,60.4264917
12.2563,-0.0256,2.2334,92.4806,176.665,203.3635,207.9051,55.4713,0.3301,3.0032,3.0294,2.0803,2.0872,101.5625,2424.5,2424.5072,99,113,,23.6,-4.0429056,60.4264917
12.4641,-0.0236,2.2309,92.9997,176.5258,203.0528,207.0957,55.9584,0.3324,3.0098,3.2407,1.2694,2.1465,102.5625,2424.8,2424.6596,100,331,,26.4,-4.0429056,60.4264917
12.0566,-0.0198,2.24,92.4937,175.356,203.6742,208.2851,54.6762,0.327,3.0979,3.2947,1.7145,2.1686,101.875,2424.8,2424.812,100,331,,26.4,-4.0429056,60.4264917
12.4634,-0.0207,2.2486,91.5152,175.4532,203.0528,207.6684,55.183,0.331,3.0758,3.2361,1.5975,2.1214,101.6875,2425.05,2424.9644,101,203,,25.5,-4.0429056,60.4264917
12.2549,-0.0213,2.2505,91.3479,176.6285,203.3635,210.3848,55.7038,0.3366,3.015,2.9816,1.5595,1.9612,101.6875,2425.05,2425.1168,101,203,,25.5,-4.0429056,60.4264917
12.0591,-0.0192,2.2674,91.5054,174.0574,203.6742,208.3925,55.7544,0.3377,2.9514,2.7589,1.4986,1.8331,101.625,2425.3,2425.2692,102,294,129,26.4,-4.0429056,60.4264917
12.2527,-0.0183,2.2668,91.3361,172.6218,205.986,208.1392,57.6029,0.3352,2.9606,2.7352,1.4107,1.8204,101.125,2425.3,2425.4216,102,294,129,26.4,-4.0429056,60.4264917
12.4607,-0.0183,2.2699,90.691,171.2412,205.6823,206.8397,58.7101,0.3411,2.9155,2.7235,1.4422,1.8107,100.5,2425.55,2425.574,103,242,,25,-4.0429056,60.4264917
12.2556,-0.0159,2.2557,90.4442,171.7017,205.986,207.8997,54.9558,0.3513,2.9547,2.6605,1.3339,1.7439,101.75,2425.8,2425.7264,104,90,,24,-4.0429056,60.4264917
12.0522,-0.0179,2.2518,90.0003,171.0518,206.2897,208.0633,55.5326,0.3423,2.9513,2.5741,1.3007,1.7021,102.375,2425.8,2425.8788,104,90,,24,-4.0429056,60.4264917
12.2534,-0.0188,2.2515,90.2803,170.1176,205.986,208.0104,57.6787,0.3443,3.0183,2.5375,1.3728,1.6719,100.5,2426.05,2426.0312,105,326,,26.2,-4.0429056,60.4264917
12.2541,-0.0185,2.2679,90.1647,170.0007,205.986,207.7581,56.3864,0.3345,2.9933,2.4707,1.5899,1.6301,100.375,2426.3,2426.1836,106,284,232,25.3,-4.0429056,60.4264917
12.4645,-0.0208,2.2694,90.1556,169.9582,205.6823,207.2438,60.7266,0.3399,2.9509,2.5088,1.9398,1.662,101.75,2426.3,2426.336,106,284,232,25.3,-4.0429056,60.4264917
12.0473,-0.0235,2.2725,89.7514,170.4291,206.2897,211.7897,56.7551,0.3234,2.9358,2.5321,1.9062,1.6793,102.4375,2426.55,2426.4884,107,287,,23.4,-4.0429056,60.4264917
12.2549,-0.0234,2.2537,90.2939,172.7809,205.986,207.8745,56.4428,0.327,2.8966,2.556,1.2538,1.6919,101.1875,2426.55,2426.6408,107,287,,23.4,-4.0429056,60.4264917
12.4607,-0.0221,2.253,90.1671,172.8576,205.6823,207.6874,57.7443,0.3222,3.015,2.6096,1.0941,1.7136,100.6875,2426.8,2426.7932,108,321,,24.4,-4.0429056,60.4264917
12.2563,-0.0204,2.2414,90.3736,176.9655,205.986,207.7755,57.7229,0.3356,3.0298,2.3418,1.0858,1.5462,101.375,2427.05,2426.9456,109,556,,25.2,-4.0429056,60.4264917
12.2563,-0.0193,2.2451,90.6711,176.9332,205.986,207.7419,57.5976,0.3323,3.047,2.2923,1.0903,1.5189,102.3125,2427.05,2427.098,109,556,,25.2,-4.0429056,60.4264917
12.0577,-0.0183,2.2488,86.3736,174.5663,206.2897,208.0482,56.4801,0.3419,2.9883,2.2109,1.2834,1.4679,100.5625,2427.05,2427.2504,109,556,,25.2,-4.0429056,60.4264917
12.2563,-0.0176,2.2805,87.118,175.8186,205.986,207.5388,62.53,0.3414,3.0341,2.1175,1.3871,1.4254,100.125,2427.55,2427.4028,111,225,,25.5,-4.0429056,60.4264917
12.2541,-0.0163,2.3169,87.3166,175.621,205.986,207.9425,71.7394,0.3466,3.2018,2.6923,2.2129,1.7827,100.5,2427.55,2427.5552,111,225,,25.5,-4.0429056,60.4264917
12.4695,-0.0167,2.3395,87.0904,173.0508,205.6823,207.825,73.3719,0.3412,3.1207,2.9662,4.2247,1.9268,101,2427.8,2427.7076,112,0.52,,17.4,-4.0429056,60.4264917
12.0538,-0.0184,2.3044,89.6648,173.4953,206.2897,207.3893,71.08,0.3469,2.985,3.2518,4.2256,2.0827,100.0625,2427.8,2427.86,112,0.52,,17.4,-4.0429056,60.4264917
12.2563,-0.0231,2.2666,89.3658,176.0485,205.986,207.919,67.0632,0.3404,2.8119,3.6205,1.1172,2.3393,99.6875,2428.05,2428.0124,113,766,,28,-4.0429056,60.4264917
12.2606,-0.0251,2.2352,89.4109,176.2099,205.986,207.5525,53.9938,0.3257,2.8455,3.1362,1.0991,2.1035,100.5,2428.05,2428.1648,113,766,,28,-4.0429056,60.4264917
12.2571,-0.0206,2.2465,89.6088,176.5525,205.986,207.3867,55.3741,0.3059,2.9422,2.7745,1.0505,1.8738,101.3125,2428.3,2428.3172,114,281,274,26.3,-4.0429056,60.4264917
12.2527,-0.0171,2.2556,90.0939,179.5229,205.986,210.7421,54.2902,0.3207,2.9581,2.6197,1.0623,1.7952,100.1875,2428.55,2428.4696,115,451,,25.1,-4.0429056,60.4264917
12.2659,-0.0172,2.2492,89.8647,179.4388,205.986,207.7798,59.0219,0.3301,2.8847,2.2573,1.033,1.5652,98.9375,2428.55,2428.622,115,451,,25.1,-4.0429056,60.4264917
12.2622,-0.0161,2.2512,90.1789,178.2884,205.986,207.7242,59.4449,0.355,2.8888,1.9343,0.9832,1.3834,99.3125,2428.8,2428.7744,L16,145,,24.7,-4.0429056,60.4264917
12.2711,-0.016,2.2588,89.9035,179.0555,205.986,207.915,62.0775,0.3441,3.0651,1.8939,1.017,1.369,99.4375,2429.05,2428.9268,117,276,,25.8,-4.0429056,60.4264917
12.2674,-0.0153,2.2853,90.1053,182.1269,205.986,207.6707,64.2187,0.3562,3.2908,1.8739,1.0394,1.3522,98.3125,2429.05,2429.0792,117,276,,25.8,-4.0429056,60.4264917
12.4776,-0.0149,2.2911,90.01,181.9401,205.6823,211.0144,67.9633,0.3536,3.4255,2.0139,1.5459,1.4532,96.9375,2429.3,2429.2316,118,295,77,24.4,-4.0429056,60.4264917
12.0681,-0.0166,2.2897,90.2647,181.854,206.2897,208.0603,67.2038,0.363,3.2186,2.2474,1.7091,1.6209,97.5,2429.3,2429.384,118,295,77,24.4,-4.0429056,60.4264917
12.2678,-0.0187,2.277,90.9366,180.7419,205.986,207.2713,66.4758,0.3617,3.3309,2.2115,1.3474,1.6058,98,2429.55,2429.5364,119,49,,23.4,-4.0429056,60.4264917
12.2718,-0.0209,2.2813,90.9018,181.2706,205.986,207.8765,64.4516,0.3681,3.3901,2.0817,1.5685,1.5443,98.0625,2429.8,2429.6888,120,425,,27.2,-4.0429056,60.4264917
12.2991,-0.0192,2.3059,89.7771,178.4243,205.986,207.9406,68.4645,0.3742,3.7243,2.0752,1.4105,1.5627,95.375,2429.8,2429.8412,120,425,,27.2,-4.0429056,60.4264917
12.5138,-0.0209,2.3312,92.3939,184.9864,205.6823,206.6969,76.6795,0.3861,3.602,2.1281,2.8162,1.5945,94.625,2429.8,2429.9936,120,425,,27.2,-4.0429056,60.4264917
12.0985,-0.0204,2.3383,93.7575,185.4876,206.2897,210.6969,79.2043,0.3734,3.5608,2.3763,2.835,1.7624,92.625,2429.8,2430.146,120,425,,27.2,-4.0429056,60.4264917
12.305,-0.0249,2.3421,94.763,185.6707,205.986,207.2777,78.9615,0.3673,3.565,3.1192,2.5115,2.3173,90.8125,2429.8,2430.2984,120,425,,27.2,-4.0429056,60.4264917
12.4599,-0.0099,2.3437,64.9547,124.5051,204.9909,209.6872,55.3977,0.2434,3.0596,2.7748,1.0515,1.908,118.1875,2659.2,2658.746,138,21,24,14.7,-4.0429056,60.4264917
12.2541,-0.0124,2.33,64.6315,125.1269,205.2936,210.4058,55.5479,0.2446,3.0859,2.7822,0.9776,1.9137,118.375,2659.2,2658.8984,138,21,24,14.7,-4.0429056,60.4264917
12.0537,-0.0146,2.3087,65.5042,124.7959,205.5963,210.3524,56.0514,0.2456,3.0455,2.451,0.9133,1.7232,118.3125,2659.2,2659.0508,138,21,24,14.7,-4.0429056,60.4264917
12.4533,-0.0171,2.305,80.7241,154.8643,204.8371,209.4547,55.5705,0.25,2.968,1.9907,0.9194,1.4631,117.625,2659.2,2659.2032,138,21,24,14.7,-4.0429056,60.4264917
12.2136,-0.0202,2.2913,80.9623,155.0028,205.1395,209.7141,59.0466,0.2645,2.9987,1.9145,0.9201,1.4246,117.9375,2659.45,2659.3556,139,300,,23.2,-4.0429056,60.4264917
12.0017,-0.0231,2.2865,84.7157,157.0293,205.7412,209.8664,57.0064,0.276,2.9824,1.8684,2.3232,1.4012,118.0625,2659.45,2659.508,139,300,,23.2,-4.0429056,60.4264917
12.4054,-0.0246,2.291,85.5133,157.936,205.1353,209.1423,58.7445,0.2712,3.1371,1.961,1.2717,1.4552,118.3125,2659.7,2659.6604,140,246,,23.6,-4.0429056,60.4264917
12.1945,-0.023,2.303,85.857,153.7132,205.4383,209.9462,57.517,0.2671,3.1776,2.1922,1.0787,1.5635,117.3125,2659.7,2659.8128,140,246,,23.6,-4.0429056,60.4264917
11.9995,-0.0198,2.3166,86.3662,154.6003,205.7412,209.2989,65.1923,0.2648,3.1216,2.2336,1.087,1.5803,117.9375,2659.95,2659.9652,141,17,,17.3,-4.0429056,60.4264917
12.1974,-0.0216,2.3043,87.4417,159.4644,205.4383,210.2876,58.9907,0.2831,3.0342,2.1777,0.9852,1.5634,118.5625,2660.2,2660.1176,142,263,196,22.8,-4.0429056,60.4264917
12.1937,-0.0254,2.301,87.755,162.4057,205.1434,210.2139,60.5345,0.3004,3.2083,2.0213,1.2054,1.4684,118.1875,2660.2,2660.27,142,263,196,22.8,-4.0429056,60.4264917
12.4086,-0.0216,2.3094,87.7511,164.186,204.8409,209.7096,64.4292,0.3045,3.6802,2.4012,2.396,1.7175,117.3125,2660.45,2660.4224,143,317,,22.8,-4.0429056,60.4264917
12.0096,-0.0185,2.3372,84.9012,169.216,205.4459,210.3458,64.8374,0.3187,3.8387,2.932,2.8607,2.0186,119,2660.45,2660.5748,143,317,,22.8,-4.0429056,60.4264917
12.4588,-0.0166,2.3563,87.3599,169.5404,204.8409,209.7856,70.385,0.313,3.5723,3.4429,1.146,2.2626,118.875,2660.7,2660.7272,144,21,,19.3,-4.0429056,60.4264917
12.2519,-0.016,2.365,88.3002,171.377,205.1177,210.2348,70.1957,0.3087,3.1723,4.0265,0.9629,2.5578,118.1875,2660.7,2660.8796,144,21,,19.3,-4.0429056,60.4264917
12.0528,-0.0138,2.3414,88.1734,173.3224,204.5175,210.2487,72.1696,0.2899,3.0061,3.502,0.9559,2.2894,117.625,2661.2,2661.032,146,337,286,23.3,-4.0429056,60.4264917
12.2519,-0.015,2.3113,85.3896,163.4114,204.2054,210.2482,71.236,0.2833,2.9907,2.8001,0.9537,1.8955,119,2661.2,2661.1844,146,337,286,23.3,-4.0429056,60.4264917
12.2453,-0.0184,2.2928,88.1689,162.7445,204.2054,209.9226,59.1003,0.2932,2.9112,2.405,0.9546,1.6745,120.625,2661.45,2661.3368,147,406,,23.3,-4.0429056,60.4264917
12.4242,-0.0195,2.2834,87.3583,162.6069,203.8934,209.0709,56.5941,0.286,2.8756,2.2167,0.9111,1.5662,119.25,2661.45,2661.4892,147,406,,23.3,-4.0429056,60.4264917
12.0089,-0.0165,2.2855,86.409,162.6137,204.5175,210.3302,57.2711,0.2925,2.7931,2.0522,0.8947,1.4873,118.3125,2661.7,2661.6416,148,280,,23.3,-4.0429056,60.4264917
12.4122,-0.0185,2.2816,86.3085,162.102,203.8934,209.682,57.7627,0.2818,2.8439,1.9748,0.9067,1.4722,119.3125,2661.7,2661.794,148,280,,23.3,-4.0429056,60.4264917
12.2055,-0.0209,2.2891,86.7562,160.4272,204.084,209.6985,56.8594,0.2895,3.194,2.07,0.9171,1.5606,119.9375,2661.95,2661.9464,149,242,,23.7,-4.0429056,60.4264917
12.0089,-0.018,2.3187,86.9193,160.9823,204.3959,209.8834,54.8122,0.2721,3.2792,2.1432,1.0057,1.6097,119,2662.2,2662.0988,150,148,211,23.1,-4.0429056,60.4264917
12.2136,-0.0139,2.3343,85.7682,159.3356,204.084,210.0572,58.0038,0.2635,3.2225,2.2497,1.0193,1.667,118.4375,2662.2,2662.2512,150,148,211,23.1,-4.0429056,60.4264917
12.2195,-0.0144,2.3358,84.7766,157.2712,204.084,210.248,50.9013,0.254,2.9169,2.2527,1.0448,1.6557,119.3125,2662.45,2662.4036,151,297,,22.3,-4.0429056,60.4264917
12.2254,-0.0162,2.3147,84.5465,157.5597,204.084,209.926,61.0402,0.2579,2.9306,2.1432,1.0533,1.5754,119.6875,2662.45,2662.556,151,297,,22.3,-4.0429056,60.4264917
12.2283,-0.0147,2.3048,83.6403,156.5092,203.9586,209.9625,62.3004,0.2574,2.9718,2.1214,1.2021,1.5325,118.25,2662.7,2662.7084,152,248,,22.7,-4.0429056,60.4264917
12.4371,-0.0144,2.301,83.665,155.6947,203.647,209.5837,63.2852,0.2599,3.2183,2.4827,1.7657,1.7475,117.375,2662.95,2662.8608,153,276,,22.9,-4.0429056,60.4264917
12.2261,-0.015,2.3315,83.5875,157.1556,203.9586,209.8387,69.4727,0.2568,3.4589,2.7024,4.6672,1.8622,119,2662.95,2663.0132,153,276,,22.9,-4.0429056,60.4264917
12.0486,-0.0126,2.3647,84.6157,157.6529,204.2703,210.1297,75.9726,0.2675,3.4212,3.2747,2.7781,2.0949,118.4375,2662.95,2663.1656,153,276,,22.9,-4.0429056,60.4264917
12.2541,-0.0123,2.3882,84.6579,158.1115,203.9586,210.0217,74.6714,0.2696,3.2097,3.7915,2.0745,2.3902,116.25,2663.45,2663.318,155,108,,21.8,-4.0429056,60.4264917
12.4567,-0.0168,2.3628,85.6295,158.2273,203.647,209.4381,74.8171,0.2733,3.1219,3.8129,1.7139,2.4364,117.3125,2663.45,2663.4704,155,108,,21.8,-4.0429056,60.4264917
12.0486,-0.02,2.3443,85.7426,158.5534,204.2703,209.9298,71.8303,0.267,3.1936,3.503,1.6171,2.2727,118.0625,2663.7,2663.6228,156,22,,19.4,-4.0429056,60.4264917
12.2497,-0.0224,2.3204,85.5128,159.0414,203.9586,209.7175,65.2703,0.2697,3.126,2.7741,1.1664,1.8313,118.6875,2663.7,2663.7752,156,22,,19.4,-4.0429056,60.4264917
12.2482,-0.0246,2.3015,85.3639,159.6275,203.9586,209.9526,59.7656,0.2694,2.991,2.7006,1.1338,1.7929,117.75,2663.95,2663.9276,157,425,,22.5,-4.0429056,60.4264917
12.4567,-0.0231,2.2942,83.902,159.3223,203.647,208.5838,59.5158,0.2756,2.9569,2.6587,1.1786,1.7705,118,2664.2,2664.08,158,237,274,22.3,-4.0429056,60.4264917
12.0501,-0.0194,2.2929,83.9264,158.5717,204.2703,210.0857,56.0629,0.2659,2.9188,2.6081,1.1476,1.7337,119,2664.2,2664.2324,158,237,274,22.3,-4.0429056,60.4264917
12.2466,-0.0185,2.2976,84.0305,158.0782,203.9586,210.0135,56.0133,0.274,2.9957,2.5341,1.1132,1.655,118.75,2664.45,2664.3848,159,400,,22.9,-4.0429056,60.4264917
12.2416,-0.0143,2.3024,84.0068,158.1401,209.4039,209.5818,56.9077,0.2715,2.9806,2.4844,1.0903,1.6335,119.125,2664.45,2664.5372,159,400,,22.9,-4.0429056,60.4264917
12.2453,-0.0119,2.3034,83.4812,157.7297,209.4039,209.6428,58.7503,0.2808,2.982,2.4426,1.0938,1.595,118.75,2664.7,2664.6896,160,371,,22.8,-4.0429056,60.4264917
12.2438,-0.0137,2.3037,83.842,157.5265,209.4039,210.103,58.6332,0.2694,2.8826,2.3673,1.0598,1.5546,118.625,2664.95,2664.842,161,367,,22.6,-4.0429056,60.4264917
12.4499,-0.0164,2.3061,83.7932,156.3126,209.0958,209.5814,55.1615,0.2627,2.861,2.3162,1.0856,1.5157,119.3125,2664.95,2664.9944,161,367,,22.6,-4.0429056,60.4264917
12.2423,-0.014,2.316,83.9218,155.9652,209.4039,209.8114,54.2738,0.254,2.9454,2.3298,1.097,1.5121,119.25,2665.2,2665.1468,162,454,132,22.4,-4.0429056,60.4264917
12.2451,-0.0174,2.3169,83.5334,156.0072,209.4039,210.045,56.5647,0.2553,2.9899,2.4206,1.0998,1.5578,118.625,2665.2,2665.2992,162,454,132,22.4,-4.0429056,60.4264917
12.045,-0.0193,2.3073,83.3049,155.8094,209.712,209.791,55.3171,0.2606,2.9899,2.5045,1.1609,1.5937,118.625,2665.45,2665.4516,163,332,,22,-4.0429056,60.4264917
12.2416,-0.0166,2.3197,83.3656,155.6436,209.4039,209.775,57.8899,0.2651,3.0775,2.5338,1.1043,1.5994,119.0625,2665.7,2665.604,164,31,,20.3,-4.0429056,60.4264917
12.4544,-0.0158,2.3233,82.0399,155.3654,209.0958,209.5259,57.4611,0.2658,3.1913,2.5271,1.0951,1.5746,119.3125,2665.7,2665.7564,164,31,,20.3,-4.0429056,60.4264917
12.0429,-0.0185,2.324,81.8455,154.2057,209.712,210.35,56.9673,0.263,3.2239,2.5025,1.0927,1.5567,120.625,2665.95,2665.9088,165,256,,22.2,-4.0429056,60.4264917
12.4521,-0.0174,2.3142,81.952,154.4754,209.0958,210.1486,58.8831,0.2525,3.1588,2.473,1.1882,1.5386,118.25,2665.95,2666.0612,165,256,,22.2,-4.0429056,60.4264917
12.0385,-0.0178,2.3083,82.0714,154.6404,209.712,210.7171,59.4226,0.2581,3.0837,2.5076,1.227,1.5536,118.5,2666.2,2666.2136,166,403,172,22.2,-4.0429056,60.4264917
12.4432,-0.0167,2.3144,82.0279,153.3283,209.0958,209.5583,56.886,0.2561,3.1891,2.5503,1.2002,1.5783,118.5625,2666.45,2666.366,167,228,,21,-4.0429056,60.4264917
12.0205,-0.0144,2.3231,82.138,153.6017,209.712,210.3525,58.4741,0.2615,3.14,2.567,1.1234,1.5724,120.125,2666.45,2666.5184,167,228,,21,-4.0429056,60.4264917
12.221,-0.0143,2.3247,81.6868,155.3615,209.4039,209.9038,57.9356,0.2517,3.1929,2.5208,1.1034,1.5639,118.25,2666.7,2666.6708,168,282,,21.4,-4.0429056,60.4264917
12.4272,-0.0166,2.328,81.8473,155.4807,209.0958,209.5259,56.1121,0.2584,3.1463,2.464,1.118,1.5384,117.9375,2666.7,2666.8232,168,282,,21.4,-4.0429056,60.4264917
12.0225,-0.0183,2.3255,80.4252,155.2747,209.712,209.8781,57.8255,0.2634,3.0855,2.3076,1.0852,1.4674,118.3125,2666.95,2666.9756,169,343,,22.1,-4.0429056,60.4264917
12.2254,-0.02,2.3256,79.9984,153.1662,209.4039,209.6101,56.2606,0.2621,3.0309,2.2322,1.0812,1.4484,118.9375,2667.2,2667.128,170,351,237,22.3,-4.0429056,60.4264917
12.2232,-0.0236,2.3168,81.2911,153.3007,209.4039,209.4998,58.2575,0.2573,2.9595,2.2739,1.0756,1.4791,118.4375,2667.2,2667.2804,170,351,237,22.3,-4.0429056,60.4264917
12.4288,-0.0223,2.3202,81.3584,155.6914,209.0958,209.5344,57.9996,0.2544,3.2006,2.3498,1.1962,1.5369,116.75,2667.45,2667.4328,171,398,,22,-4.0429056,60.4264917
12.0255,-0.0199,2.3296,81.3574,155.5383,209.712,210.1286,60.1148,0.2599,3.4038,2.5611,1.3256,1.6594,117.875,2667.7,2667.5852,172,257,,21.5,-4.0429056,60.4264917
12.2247,-0.0189,2.3358,81.645,155.3004,209.4039,209.973,60.6463,0.2543,3.5869,2.7417,1.3093,1.7698,118.8125,2667.7,2667.7376,172,257,,21.5,-4.0429056,60.4264917
12.2217,-0.0195,2.3384,81.7352,156.7161,209.4039,210.2422,61.6287,0.2588,3.4484,2.7679,1.268,1.796,118.625,2667.95,2667.89,173,85,,19.9,-4.0429056,60.4264917
12.2225,-0.0196,2.334,82.4246,155.7455,209.4039,209.6838,61.8633,0.2566,3.2355,2.7003,1.1379,1.7672,116.6875,2667.95,2668.0424,173,85,,19.9,-4.0429056,60.4264917
12.2225,-0.021,2.333,82.7773,155.0343,209.4039,209.3578,60.5962,0.2614,3.1524,2.4353,1.0926,1.6443,117.25,2668.2,2668.1948,174,182,159,20.6,-4.0429056,60.4264917
12.461,-0.0206,2.3313,82.9836,155.4534,209.0958,209.3602,55.8058,0.261,3.1368,2.3583,1.1347,1.5902,117.0625,2668.45,2668.3472,175,227,,21.5,-4.0429056,60.4264917
12.0572,-0.02,2.3282,82.9849,156.3793,209.712,209.6161,56.8232,0.26,3.1084,2.323,1.1628,1.5805,117.25,2668.45,2668.4996,175,227,,21.5,-4.0429056,60.4264917
12.4634,-0.0194,2.3265,81.6362,156.8225,209.0958,208.6035,64.2489,0.2683,3.1245,2.4307,1.1559,1.6903,116.25,2668.7,2668.652,176,100,,20.2,-4.0429056,60.4264917
12.0547,-0.019,2.3352,84.9833,157.0667,209.712,209.5522,62.7748,0.2668,3.1689,2.6379,1.404,1.8278,115.4375,2668.7,2668.8044,176,100,,20.2,-4.0429056,60.4264917
